,ZIP Code,growth_pol_23_24,policies_24,growth_pol_22_23,policies_23,growth_pol_21_22,policies_22,growth_pol_20_21,policies_21,policies_20,growth_exp_23_24,exposure_24,growth_exp_22_23,exposure_23,growth_exp_21_22,exposure_22,growth_exp_20_21,exposure_21,exposure_20
1230,94133,0.6,24,0.0,15,0.071,15,0.0,14,14,0.982,33701595,0.058,17002065,0.633,16070659,-0.079,9842065,10684051
1231,94134,3.714,66,0.0,14,-0.176,14,-0.056,17,18,6.737,66788571,0.039,8631920,-0.099,8305836,-0.017,9222031,9383413
1232,94158,0.0,5,0.0,5,0.667,5,-0.5,3,6,0.346,3589450,-0.037,2666508,1.624,2770321,-0.601,1055607,2646813
1233,95203,0.314,67,-0.019,51,-0.019,52,-0.117,53,60,0.986,28180691,0.04,14192507,0.075,13651298,-0.065,12701094,13586740
1234,95204,0.382,47,0.214,34,0.077,28,-0.133,26,30,0.577,25381858,0.992,16090784,0.097,8078079,-0.048,7361254,7730621
1235,95205,0.317,133,-0.038,101,-0.054,105,0.0,111,111,0.905,47108291,0.122,24725378,0.045,22032364,0.086,21089620,19419543
1236,95206,0.241,108,0.036,87,-0.056,84,-0.033,89,92,0.816,51480303,0.209,28353023,0.019,23449985,0.128,23010823,20391163
1237,95207,1.0,34,0.7,17,0.111,10,-0.1,9,10,1.233,25383947,0.838,11365746,1.071,6182135,-0.056,2984384,3160671
1238,95209,0.875,15,0.0,8,-0.111,8,0.0,9,9,1.401,13484319,0.406,5616740,0.233,3995549,0.054,3239771,3075037
1239,95210,1.571,18,0.167,7,-0.143,6,-0.222,7,9,3.652,10310852,0.569,2216569,-0.068,1413007,-0.145,1515619,1772803
1240,95212,2.333,20,1.0,6,-0.25,3,0.0,4,4,2.419,16378014,1.735,4790585,0.322,1751578,0.009,1325194,1313612
1241,95215,0.906,61,-0.111,32,0.029,36,-0.271,35,48,1.513,24983509,-0.25,9942129,0.633,13264681,-0.067,8121086,8703121
1242,95219,2.0,15,0.0,5,-0.167,5,0.0,6,6,3.167,14652519,0.041,3516386,-0.215,3377567,0.067,4300385,4030096
1243,95220,0.5,9,0.5,6,3.0,4,-0.5,1,2,0.253,8946071,2.794,7140381,4.57,1881830,-0.444,337879,607480
1244,95227,0.0,5,0.0,0,0.0,0,0.0,0,0,0.0,4807684,0.0,0,0.0,0,0.0,0,0
1245,95230,1.5,10,0.333,4,-0.25,3,0.333,4,3,0.252,7466184,0.992,5963432,-0.144,2993360,0.281,3495547,2727762
1246,95231,1.333,7,2.0,3,0.0,1,-0.5,1,2,1.711,4046986,2.694,1492606,0.066,404088,-0.682,379002,1190065
1247,95236,0.0,4,0.0,4,0.0,0,0.0,0,0,0.63,4171900,0.0,2559700,0.0,0,0.0,0,0
1248,95237,2.0,3,0.0,1,0.0,0,0.0,0,0,0.33,3989900,0.0,3000000,0.0,0,0.0,0,0
1249,95240,2.167,19,0.0,6,0.5,6,0.333,4,3,4.413,14459625,-0.141,2671241,0.72,3109931,1.272,1807782,795571
1250,95242,1.667,8,0.5,3,0.0,2,-0.333,2,3,1.038,8491528,0.862,4167070,0.323,2237856,0.027,1691847,1647207
1251,95258,2.0,3,0.0,1,0.0,1,0.0,1,1,35.046,5758681,0.078,159759,0.168,148154,0.064,126833,119190
1252,95304,1.75,11,0.333,4,0.5,3,-0.6,2,5,2.221,12916526,0.736,4009683,0.342,2309827,-0.629,1721208,4644152
1253,95320,-0.444,10,2.6,18,0.667,5,0.0,3,3,0.248,7177162,1.041,5750917,3.383,2818083,0.147,642951,560469
1254,95330,8.0,9,-0.5,1,0.0,2,-1.0,0,2,8.369,7964050,-0.177,850000,0.0,1032800,-1.0,0,668000
1255,95336,4.333,32,0.5,6,0.0,4,0.333,4,3,4.38,24627706,1.61,4577437,0.073,1754134,1.441,1634062,669487
1256,95337,0.533,23,0.5,15,-0.091,10,0.222,11,9,0.32,23011308,1.051,17437784,0.072,8503156,1.563,7929785,3094472
1257,95366,1.0,2,0.0,1,-0.5,1,0.0,2,2,0.782,1801250,0.051,1010614,-0.493,961387,0.042,1897024,1821249
1258,95376,3.2,21,0.667,5,0.0,3,0.0,3,3,7.186,17385671,1.613,2123718,0.033,812729,0.029,787130,764800
1259,95377,0.571,22,0.556,14,-0.182,9,0.0,11,11,1.247,17319019,0.688,7707521,-0.248,4566212,0.002,6075399,6063236
1260,95391,0.0,13,0.0,0,0.0,0,0.0,0,0,0.0,13464479,0.0,0,0.0,0,0.0,0,0
1261,93401,0.87,230,0.577,123,0.238,78,0.235,63,51,0.766,273150938,0.611,154667764,0.391,96003756,0.343,69040411,51412816
1262,93402,0.755,86,0.531,49,0.455,32,1.0,22,11,0.544,87205168,0.628,56475733,0.531,34692374,0.95,22658865,11622549
1263,93405,1.217,204,0.878,92,-0.14,49,0.629,57,35,1.31,193181824,0.936,83621446,-0.138,43186791,0.881,50113590,26642407
1264,93420,0.515,312,0.482,206,0.527,139,0.517,91,60,0.563,326110906,0.672,208631827,0.708,124780169,0.958,73058377,37313260
1265,93422,1.011,525,0.475,261,0.654,177,0.259,107,85,1.075,531573859,0.629,256203421,0.99,157278015,0.459,79040707,54159033
1266,93424,0.925,102,1.409,53,0.0,22,0.0,0,0,0.937,90729982,0.99,46831094,0.0,23535434,0.0,0,0
1267,93428,0.406,239,0.318,170,0.675,129,0.54,77,50,0.482,252379477,0.45,170276268,0.892,117403551,0.634,62049937,37973269
1268,93430,0.333,36,0.174,27,0.533,23,0.25,15,12,0.805,38040680,0.38,21075625,0.389,15268019,0.351,10988350,8135302
1269,93432,0.241,72,0.184,58,-0.02,49,0.667,50,30,0.298,60948334,0.122,46965962,0.142,41862179,1.238,36660531,16379711
1270,93433,3.0,12,0.0,3,2.0,3,0.0,1,1,2.871,5751709,0.073,1485751,3.331,1384342,0.047,319634,305316
1271,93435,-0.5,1,1.0,2,0.0,1,0.0,1,1,-0.481,1512200,0.943,2915000,0.0,1500000,0.0,1500000,1500000
1272,93442,1.087,48,0.353,23,1.833,17,0.2,6,5,0.831,34665222,0.457,18928497,1.042,12995719,0.458,6362984,4363750
1273,93444,1.182,72,0.435,33,0.0,23,0.438,23,16,0.922,63056346,0.414,32811678,0.29,23203970,0.888,17992159,9528187
1274,93445,7.0,8,0.0,1,0.0,0,-1.0,0,1,4.644,3396460,0.0,601818,0.0,0,-1.0,0,805930
1275,93446,0.618,513,0.609,317,0.563,197,0.286,126,98,0.628,432368393,0.667,265517415,0.865,159305296,0.449,85434894,58950784
1276,93449,3.429,124,1.154,28,0.444,13,-0.182,9,11,1.599,127619463,0.871,49102520,0.894,26242571,0.209,13858916,11462367
1277,93451,0.417,68,0.263,48,0.727,38,0.833,22,12,0.415,62486229,0.295,44167211,0.77,34099171,1.242,19264234,8593947
1278,93452,-0.077,12,0.083,13,0.714,12,0.0,7,7,-0.004,19227109,0.074,19303778,0.909,17966300,0.278,9413825,7366852
1279,93453,0.132,163,0.263,144,0.036,114,0.486,110,74,0.091,108545826,0.215,99468905,0.216,81890484,0.671,67349533,40302710
1280,93461,0.0,3,0.0,3,0.0,3,0.5,3,2,0.044,3224335,0.053,3088862,0.059,2933005,2.245,2769664,853437
1281,93465,0.82,111,0.649,61,0.85,37,1.222,20,9,0.639,114924196,0.73,70098324,0.796,40522450,1.963,22565533,7615873
1282,94002,2.056,55,0.385,18,0.444,13,0.286,9,7,2.098,74095156,0.64,23913702,0.791,14581294,0.353,8141213,6015599
1283,94005,0.563,25,0.231,16,1.6,13,0.25,5,4,0.732,30767474,0.192,17761915,1.66,14900533,0.488,5601203,3763164
1284,94010,1.405,190,0.58,79,0.613,50,0.107,31,28,1.421,404614667,0.874,167135411,0.88,89182717,0.375,47435081,34500373
1285,94014,2.682,81,1.0,22,-0.083,11,0.714,12,7,3.554,74462972,1.087,16349952,0.115,7833798,0.354,7025449,5190493
1286,94015,0.882,32,0.889,17,0.0,9,0.125,9,8,0.979,30363776,1.068,15344950,0.1,7420794,0.178,6747001,5726059
1287,94018,0.0,14,0.0,0,0.0,0,0.0,0,0,0.0,16675743,0.0,0,0.0,0,0.0,0,0
1288,94019,0.427,117,0.439,82,0.14,57,0.852,50,27,0.427,129082091,0.533,90442503,0.106,58981084,0.898,53327702,28091311
1289,94020,0.098,101,0.136,92,0.373,81,0.311,59,45,0.162,111520571,0.265,95976622,0.572,75884337,0.5,48282024,32180517
1290,94021,0.038,27,0.083,26,0.5,24,1.286,16,7,0.212,26741117,0.231,22069976,1.221,17930297,2.479,8073443,2320297
1291,94025,1.647,45,0.545,17,0.222,11,0.125,9,8,1.801,69238439,0.819,24721109,0.335,13592747,0.959,10179401,5197443
1292,94027,1.6,39,2.0,15,-0.444,5,0.8,9,5,1.989,98440185,2.195,32934799,-0.475,10308805,1.838,19621297,6912641
1293,94028,0.842,221,0.667,120,0.263,72,0.295,57,44,1.064,442397653,0.675,214310624,0.337,127981213,0.664,95726317,57538736
1294,94030,2.294,56,1.833,17,0.2,6,0.667,5,3,2.718,75115274,2.64,20203824,0.316,5551180,0.363,4216625,3093280
1295,94037,0.615,21,0.182,13,0.222,11,0.5,9,6,0.63,25066582,0.2,15382238,0.292,12823117,1.373,9926075,4183516
1296,94038,0.444,13,2.0,9,2.0,3,-0.5,1,2,0.847,9686735,0.507,5244339,1.653,3480192,-0.129,1311698,1505344
1297,94044,0.981,212,0.259,107,0.164,85,0.281,73,57,1.181,226496460,0.403,103829985,0.193,74011324,0.419,62063812,43743658
1298,94060,0.021,97,0.159,95,0.414,82,0.568,58,37,0.097,96041357,0.251,87564325,0.591,70022641,0.967,44017195,22382556
1299,94061,3.571,32,1.333,7,2.0,3,0.0,1,0,5.029,39985162,1.68,6631623,4.499,2474336,0.0,450000,0
1300,94062,0.387,369,0.438,266,0.652,185,0.4,112,80,0.481,705211551,0.559,476137620,1.109,305359964,0.707,144794992,84847363
1301,94063,0.6,16,0.667,10,-0.25,6,0.143,8,7,0.575,11092933,1.055,7041916,-0.052,3427516,0.164,3616626,3108362
1302,94065,1.0,2,0.0,1,0.0,0,0.0,0,0,15.29,2595775,0.0,159350,0.0,0,0.0,0,0
1303,94066,4.692,74,2.25,13,0.0,4,-0.2,4,5,5.995,79219095,4.59,11324883,0.431,2026087,-0.535,1415670,3045100
1304,94070,0.891,87,1.091,46,0.375,22,0.778,16,9,1.069,140107659,1.927,67705364,0.461,23134429,0.777,15839328,8913391
1305,94074,0.1,22,0.538,20,0.625,13,-0.2,8,10,0.231,24919261,0.503,20235197,0.567,13467140,-0.188,8596083,10581610
1306,94080,3.1,41,1.5,10,1.0,4,0.0,2,2,2.974,39320599,1.504,9894924,0.36,3952240,0.34,2905640,2168000
1307,94128,-1.0,0,0.0,1,0.0,0,0.0,0,0,-1.0,0,0.0,965000,0.0,0,0.0,0,0
1308,94303,1.231,29,-0.188,13,-0.238,16,0.167,21,18,2.836,27044381,-0.258,7050062,-0.244,9505043,0.437,12565794,8741743
1309,94401,2.714,26,0.4,7,-0.167,5,0.0,6,6,2.535,28505396,0.899,8064039,-0.026,4246810,0.033,4361926,4222672
1310,94402,1.739,63,0.769,23,0.625,13,1.0,8,4,2.167,111572727,1.262,35232044,0.874,15574173,1.588,8312733,3211797
1311,94403,0.857,26,13.0,14,0.0,1,0.0,0,0,1.095,26722054,7.653,12753670,0.0,1473950,0.0,0,0
1312,94404,2.333,10,0.5,3,1.0,2,-0.5,1,2,1.497,8916353,1.207,3570994,0.708,1618022,-0.049,947500,996022
1313,93013,0.349,228,0.174,169,0.469,144,1.45,98,40,0.328,352410950,0.258,265380774,0.646,210942764,1.919,128155781,43903081
1314,93067,1.824,48,0.889,17,0.286,9,6.0,7,1,1.388,81165447,2.327,33987953,0.319,10217198,16.726,7749102,437169
1315,93101,1.5,95,0.583,38,0.043,24,0.278,23,18,2.703,116231670,1.15,31386506,0.167,14597672,0.352,12508768,9253300
1316,93103,0.552,388,0.302,250,0.455,192,0.257,132,105,0.539,776561285,0.422,504515940,0.738,354870829,0.591,204178683,128301107
1317,93105,0.283,1065,0.101,830,0.228,754,0.341,614,458,0.37,1753891662,0.197,1279994050,0.339,1069584060,0.725,799027480,463235206
1318,93109,1.211,42,0.9,19,-0.091,10,0.222,11,9,1.137,62880569,1.373,29417870,-0.152,12395977,0.542,14621242,9480498
1319,93110,2.019,163,0.35,54,0.667,40,0.6,24,15,1.972,271641649,0.403,91392811,0.763,65137961,0.858,36955941,19895052
1320,93111,1.5,210,0.254,84,0.34,67,0.19,50,42,1.652,365363320,0.285,137785258,0.466,107207177,0.536,73124331,47614065
1321,93117,0.602,282,0.017,176,0.236,173,0.443,140,97,0.621,388648216,0.074,239753773,0.349,223307258,0.438,165499678,115092299
1322,93254,-0.333,16,0.846,24,0.3,13,0.0,10,10,-0.288,11290708,1.441,15861096,0.348,6499103,0.101,4822639,4381505
1323,93427,0.692,66,0.0,39,2.25,39,5.0,12,2,0.437,81658388,0.128,56844887,1.949,50400533,6.22,17088513,2366863
1324,93429,0.5,3,0.0,2,1.0,2,0.0,1,1,0.193,2774960,0.028,2325612,0.508,2262500,0.0,1500000,1500000
1325,93434,0.667,10,0.2,6,-0.167,5,-0.143,6,7,0.822,6234474,0.503,3422207,0.025,2277322,-0.145,2221487,2598356
1326,93436,0.779,265,0.552,149,0.215,96,1.633,79,30,0.739,235629046,0.662,135465945,0.413,81507791,1.942,57676324,19604185
1327,93440,0.464,41,1.0,28,0.167,14,2.0,12,4,0.255,47578028,0.811,37905215,0.356,20925593,1.036,15436201,7581970
1328,93441,0.021,48,-0.06,47,0.163,50,1.048,43,21,0.06,64375205,0.13,60759093,0.623,53776552,1.955,33128622,11210862
1329,93454,0.37,100,0.141,73,0.333,64,0.371,48,35,0.577,87746966,0.204,55645209,0.529,46233178,0.406,30230843,21507194
1330,93455,1.974,116,1.6,39,0.667,15,0.5,9,6,1.269,95014978,1.441,41873880,0.647,17152834,2.776,10414174,2758018
1331,93458,0.0,44,-1.0,0,0.0,2,0.0,2,2,0.0,31219430,-1.0,0,0.075,1297905,0.067,1207173,1131744
1332,93460,0.098,157,0.233,143,0.611,116,1.0,72,36,0.141,308151679,0.285,269982647,0.941,210062731,0.911,108206926,56621379
1333,93463,1.064,97,1.238,47,0.4,21,1.143,15,7,0.724,159002952,1.337,92232869,0.799,39469937,1.74,21944450,8010352
1334,94022,1.229,243,0.313,109,0.694,83,0.225,49,40,1.437,537970497,0.405,220725223,0.838,157154423,0.607,85485710,53205312
1335,94024,0.722,155,0.406,90,0.422,64,0.607,45,28,0.932,344113480,0.471,178133184,0.738,121058844,1.312,69663975,30129333
1336,94040,1.5,10,0.333,4,0.0,3,0.0,3,3,2.371,9463809,0.805,2807522,0.12,1554996,0.056,1387842,1314576
1337,94041,0.0,4,0.0,0,0.0,0,0.0,0,0,0.0,4617434,0.0,0,0.0,0,0.0,0,0
1338,94043,2.333,10,2.0,3,0.0,1,0.0,1,1,4.308,8492064,1.987,1599859,0.184,535570,0.065,452384,424896
1339,94085,6.0,7,0.0,1,0.0,1,0.0,0,0,15.838,4251700,-0.461,252500,0.0,468800,0.0,0,0
1340,94086,1.6,13,0.667,5,-0.25,3,0.333,4,3,1.741,9491308,1.289,3462346,-0.191,1512272,0.411,1868977,1324861
1341,94087,2.667,11,0.5,3,1.0,2,-0.5,1,2,3.452,12378091,1.323,2780182,0.734,1196779,-0.439,690119,1229222
1342,94089,6.5,15,0.0,2,0.0,0,0.0,0,0,3.968,5624837,0.0,1132150,0.0,0,0.0,0,0
1343,94301,1.417,29,0.333,12,0.0,9,0.8,9,5,1.511,49167891,0.452,19577772,0.318,13482270,0.881,10230288,5439986
1344,94304,0.833,11,0.2,6,0.0,5,1.5,5,2,1.485,26382346,0.442,10616248,0.015,7361413,3.314,7254571,1681800
1345,94305,1.333,7,0.5,3,1.0,2,-0.5,1,2,1.105,17050089,0.628,8100686,1.642,4976006,-0.334,1883600,2829700
1346,94306,3.2,21,4.0,5,-0.5,1,0.0,2,2,3.131,29679662,7.114,7185190,-0.459,885499,0.309,1635487,1249330
1347,95002,-0.2,4,0.0,5,-0.286,5,0.167,7,6,0.639,3719816,0.071,2269155,-0.212,2119539,0.333,2689957,2017820
1348,95008,1.667,16,2.0,6,0.0,2,1.0,2,1,2.386,11022191,2.188,3255016,-0.31,1021106,0.559,1479336,949017
1349,95013,0.0,2,-1.0,0,0.0,1,0.0,0,0,0.0,1592321,-1.0,0,0.0,710100,0.0,0,0
1350,95014,1.333,119,-0.311,51,1.552,74,0.526,29,19,1.246,201412873,-0.351,89682777,2.559,138283660,1.516,38859993,15448076
1351,95020,1.255,221,0.531,98,0.422,64,0.8,45,25,1.528,318638494,0.559,126022131,0.846,80846980,0.535,43789045,28525521
1352,95030,0.541,430,0.262,279,0.116,221,1.084,198,95,0.689,851001099,0.329,503852126,0.227,379158821,1.868,308947992,107729797
1353,95032,0.968,185,0.469,94,0.208,64,0.325,53,40,1.028,368191057,0.531,181579428,0.313,118613862,0.937,90350795,46634549
1354,95035,7.167,49,0.2,6,0.25,5,0.333,4,3,5.457,43369300,0.428,6716872,-0.205,4704401,1.17,5916825,2726686
1355,95037,0.653,395,0.44,239,0.194,166,0.252,139,111,0.76,504619079,0.607,286738751,0.503,178430346,0.345,118700158,88232049
1356,95046,0.792,43,3.8,24,0.25,5,3.0,4,1,0.772,63259235,3.284,35697585,0.506,8331985,0.845,5533600,3000000
1357,95050,2.75,15,1.0,4,-0.5,2,0.0,4,4,3.275,14288700,1.527,3342197,-0.393,1322517,0.058,2179392,2060078
1358,95051,2.5,14,1.0,4,0.0,2,0.0,2,2,3.277,12682091,1.593,2965297,0.367,1143405,0.032,836470,810430
1359,95054,3.0,4,0.0,1,0.0,1,-1.0,0,1,0.573,4671250,6.309,2970000,0.0,406350,-1.0,0,1134900
1360,95070,1.056,407,0.456,198,0.283,136,0.493,106,71,1.388,812617032,0.519,340261439,0.508,224026597,0.578,148595696,94166191
1361,95110,-0.063,30,-0.059,32,0.0,34,-0.056,34,36,0.152,16340247,0.079,14185857,0.009,13149214,0.081,13033658,12059839
1362,95111,1.0,50,0.136,25,0.1,22,-0.091,20,22,1.583,24052519,0.248,9311514,0.103,7464121,0.065,6766334,6350850
1363,95112,0.593,86,-0.229,54,-0.136,70,-0.12,81,92,0.851,61579059,-0.088,33264130,-0.083,36488764,-0.072,39810012,42908062
1364,95113,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
1365,95116,0.333,44,-0.353,33,-0.292,51,-0.077,72,78,0.814,26034631,-0.345,14354077,-0.273,21902777,0.019,30117572,29562478
1366,95117,2.333,10,0.5,3,0.0,2,0.0,2,2,3.594,9815442,1.26,2136591,0.056,945503,0.092,895557,820207
1367,95118,0.231,16,-0.5,13,-0.037,26,-0.1,27,30,0.272,16194492,-0.544,12732354,0.031,27941166,-0.023,27104558,27733202
1368,95119,12.0,13,0.0,1,-1.0,0,0.0,1,0,11.18,12551021,0.0,1030500,-1.0,0,0.0,515700,0
1369,95120,1.419,179,1.387,74,0.476,31,0.167,21,18,1.633,299453355,1.708,113752313,0.494,42007022,0.461,28112845,19245249
1370,95121,3.0,40,-0.167,10,0.091,12,-0.154,11,13,7.849,25699905,-0.173,2904117,0.081,3511436,-0.145,3249438,3798532
1371,95122,0.769,46,-0.161,26,0.033,31,-0.032,30,31,1.018,24197131,-0.094,11992947,0.112,13239751,0.073,11902098,11096008
1372,95123,2.636,40,0.833,11,0.0,6,-0.143,6,7,3.056,32228776,0.983,7946606,0.058,4007959,0.157,3786942,3273017
1373,95124,2.375,27,1.667,8,-0.25,3,0.333,4,3,3.059,26887853,3.574,6623912,-0.187,1448270,0.549,1781837,1150329
1374,95125,1.533,38,0.0,15,0.071,15,0.4,14,10,1.296,32727529,0.158,14255404,0.234,12310586,1.053,9977622,4860147
1375,95126,0.037,28,-0.1,27,-0.032,30,0.0,31,31,0.404,20991930,0.551,14951813,-0.007,9637603,0.124,9707327,8633527
1376,95127,0.869,114,0.173,61,0.0,52,0.061,52,49,1.159,101803472,0.461,47162096,0.34,32287793,0.056,24090081,22813337
1377,95128,1.333,21,0.286,9,0.0,7,0.0,7,7,2.782,13328391,0.593,3524600,0.259,2213189,0.074,1757984,1637352
1378,95129,3.25,17,0.333,4,0.0,3,0.0,3,3,4.515,16920254,0.39,3068018,0.02,2206641,0.705,2162912,1268251
1379,95130,0.0,2,-1.0,0,0.0,1,0.0,0,0,0.0,1825000,-1.0,0,0.0,580000,0.0,0,0
1380,95131,1.75,11,1.0,4,1.0,2,0.0,1,1,1.348,6464259,0.495,2752591,1.687,1841461,0.05,685291,652715
1381,95132,1.063,33,0.455,16,0.222,11,-0.1,9,10,1.408,35803802,0.466,14867190,1.361,10141682,0.062,4295554,4046681
1382,95133,1.833,17,0.2,6,0.25,5,1.0,4,2,1.254,15803667,0.169,7012594,0.543,5996615,5.253,3887394,621696
1383,95134,10.0,11,0.0,1,0.0,1,0.0,0,0,17.935,3787000,-0.252,200000,0.0,267500,0.0,0,0
1384,95135,2.6,36,9.0,10,-0.667,1,-0.4,3,5,2.824,44763410,6.478,11704930,-0.473,1565287,-0.389,2967659,4855694
1385,95136,6.0,21,0.0,3,0.0,0,-1.0,0,1,5.306,12254496,0.0,1943261,0.0,0,-1.0,0,245000
1386,95138,3.1,41,0.429,10,0.75,7,-0.2,4,5,2.359,67265063,0.167,20025398,1.324,17153960,-0.008,7382100,7444427
1387,95139,1.667,8,2.0,3,0.0,1,0.0,1,1,1.265,6995520,1.975,3089007,0.074,1038346,0.064,966969,908762
1388,95140,0.227,27,0.294,22,0.0,17,0.308,17,13,0.275,25172068,0.585,19739674,0.655,12457711,0.344,7525887,5598782
1389,95141,0.5,3,0.0,2,0.0,2,0.0,0,0,0.327,4657400,0.929,3510000,0.0,1819350,0.0,0,0
1390,95148,4.615,73,0.3,13,0.25,10,-0.2,8,10,5.24,78847619,0.935,12636743,0.176,6531517,-0.114,5554274,6270241
1391,95003,1.231,618,0.385,277,0.042,200,1.783,192,69,1.573,838141258,0.458,325718701,0.165,223449486,2.205,191856882,59862146
1392,95005,0.81,677,0.508,374,0.687,248,0.427,147,103,1.038,708793359,0.68,347760036,0.769,207011480,0.658,116992928,70544153
1393,95006,0.371,1153,0.448,841,0.88,581,0.373,309,225,0.564,1113725357,0.582,711958198,1.185,450097954,0.712,206005496,120300504
1394,95007,0.0,109,0.0,0,0.0,0,0.0,0,0,0.0,108988563,0.0,0,0.0,0,0.0,0,0
1395,95010,3.0,12,2.0,3,0.0,1,0.0,1,1,2.094,7118773,13.006,2300774,0.053,164268,0.04,156000,150000
1396,95017,0.158,22,0.267,19,0.5,15,-0.375,10,16,0.269,27136551,0.881,21378435,0.886,11364692,-0.371,6027208,9583117
1397,95018,0.63,944,0.359,579,0.62,426,0.377,263,191,0.959,931536258,0.465,475529154,0.892,324519088,0.535,171545290,111742625
1398,95019,0.0,5,0.0,0,0.0,0,0.0,0,0,0.0,3623756,0.0,0,0.0,0,0.0,0,0
1399,95033,0.772,1180,0.185,666,0.329,562,0.131,423,374,1.131,1710264920,0.297,802621973,0.492,619027898,0.277,414767309,324722170
1400,95041,0.0,73,0.0,0,0.0,0,0.0,0,0,0.0,74084375,0.0,0,0.0,0,0.0,0,0
1401,95060,1.107,826,0.49,392,0.644,263,0.212,160,132,1.379,1206757554,0.651,507166072,0.871,307251376,0.404,164223316,116986701
1402,95062,1.375,38,0.333,16,-0.143,12,-0.125,14,16,1.513,22816131,0.726,9080862,-0.088,5262025,-0.188,5771578,7106055
1403,95065,1.298,301,0.456,131,0.286,90,0.591,70,44,1.648,440293904,0.579,166274402,0.614,105284429,0.792,65237964,36397971
1404,95066,1.159,937,0.831,434,1.008,237,0.513,118,78,1.529,1213266553,0.892,479724482,1.185,253590147,0.683,116050811,68958614
1405,95073,0.887,383,0.31,203,0.202,155,1.688,129,48,1.268,497251875,0.426,219261298,0.292,153800316,1.763,119008208,43072133
1406,95076,0.684,549,0.424,326,0.44,229,0.262,159,126,0.971,590937193,0.512,299753277,0.572,198261836,0.391,126088921,90675342
1407,96001,0.672,505,1.027,302,0.088,149,0.269,137,108,0.901,452897956,1.183,238249670,0.187,109135545,0.383,91911325,66477235
1408,96002,1.312,178,1.081,77,0.85,37,0.429,20,14,1.18,110031536,1.925,50464280,0.626,17252203,0.597,10609481,6644862
1409,96003,0.515,1127,0.54,744,0.175,483,0.384,411,297,0.554,692514001,0.715,445684296,0.343,259848286,0.472,193428195,131375338
1410,96007,0.965,623,0.933,317,0.414,164,0.506,116,77,0.822,326866517,1.138,179392743,0.734,83909451,0.571,48394472,30804354
1411,96008,0.583,133,0.273,84,0.158,66,0.425,57,40,0.621,85935961,0.44,53028694,0.212,36822926,0.611,30369703,18845842
1412,96013,0.776,238,0.74,134,0.262,77,0.605,61,38,0.683,125542918,0.767,74594341,0.261,42220226,0.534,33469879,21812525
1413,96016,1.25,63,0.556,28,0.286,18,0.4,14,10,0.74,41866587,0.375,24067099,0.488,17499641,0.678,11761910,7010804
1414,96017,-0.071,39,0.4,42,0.2,30,0.25,25,20,-0.046,25970479,0.752,27227559,0.195,15538753,0.272,13008474,10223378
1415,96019,0.569,320,0.714,204,0.337,119,0.618,89,55,0.61,161152685,0.871,100070308,0.473,53494741,0.631,36314556,22265798
1416,96028,0.854,76,0.864,41,1.0,22,0.571,11,7,0.559,51850438,1.092,33251484,1.153,15896378,0.565,7384553,4717507
1417,96033,0.481,40,0.8,27,0.5,15,0.429,10,7,0.607,20097872,0.961,12509282,0.336,6377736,0.744,4774683,2737951
1418,96040,0.8,27,1.143,15,0.4,7,0.0,5,5,0.698,15064159,0.966,8873089,0.403,4513597,-0.011,3217611,3254508
1419,96047,0.526,87,0.727,57,-0.108,33,0.609,37,23,0.385,51846618,0.664,37446229,0.066,22498557,0.892,21097731,11150678
1420,96051,0.197,249,0.351,208,0.085,154,0.224,142,116,0.221,162064852,0.54,132753531,0.153,86226636,0.287,74787489,58102876
1421,96059,-1.0,0,0.205,47,0.0,39,0.0,0,0,-1.0,0,0.333,23952411,0.0,17969796,0.0,0,0
1422,96059,-1.0,0,0.205,47,0.0,39,0.0,0,0,0.0,41894437,0.0,0,-1.0,0,0.226,12773142,10420625
1423,96062,0.368,52,0.52,38,0.136,25,0.375,22,16,0.463,45194118,0.345,30882852,0.154,22961570,0.415,19890439,14056158
1424,96065,0.284,95,0.104,74,0.136,67,0.475,59,40,0.251,50687249,0.152,40528285,0.174,35193250,0.529,29987033,19608385
1425,96069,0.268,90,0.291,71,0.0,55,0.146,55,48,0.292,55392271,0.372,42866574,0.087,31254591,0.194,28761176,24097161
1426,96071,0.294,66,0.159,51,0.158,44,0.407,38,27,0.3,30837628,0.278,23726343,0.172,18559870,0.6,15832514,9893870
1427,96073,0.434,109,0.49,76,0.342,51,0.118,38,34,0.242,103050165,0.476,82975297,0.387,56222931,0.279,40538098,31697868
1428,96076,0.0,12,0.2,12,-0.231,10,0.182,13,11,-0.122,5098946,0.266,5804650,-0.293,4583404,0.639,6480968,3953356
1429,96087,0.8,54,0.5,30,1.0,20,1.5,10,4,1.115,41207757,0.45,19487035,1.305,13436204,1.734,5829275,2132482
1430,96088,0.179,817,0.658,693,0.1,418,0.297,380,293,0.259,503570550,0.666,399874176,0.195,240048933,0.36,200923111,147715494
1431,96089,0.0,8,0.0,0,0.0,0,0.0,0,0,0.0,2636213,0.0,0,0.0,0,0.0,0,0
1432,96096,0.231,96,0.393,78,-0.176,56,0.417,68,48,0.322,70818964,0.45,53570484,-0.102,36954843,0.575,41168426,26131410
1433,95910,-0.154,11,0.0,13,0.0,13,0.083,13,12,-0.014,6607313,0.084,6703819,0.046,6184880,0.143,5914080,5173712
