,ZIP Code,< -$100,-$100 to -$50,-$50 to -$0,$0 to $50,$50 to $100,> $100,n_decrease,n_increase,ratio_inc_to_dec
1154,95452,0,0,1,32,0,0,1,32,0.03125
1155,95453,12,12,8,305,0,0,32,305,0.10491803278688525
1158,95457,0,0,0,30,0,0,0,30,0.0
1159,95458,3,1,0,38,0,0,4,38,0.10526315789473684
1162,95461,0,0,0,49,0,0,0,49,0.0
1163,95462,8,3,7,245,3,0,18,248,0.07258064516129033
1164,95464,1,0,0,18,0,0,1,18,0.05555555555555555
1165,95465,0,0,0,28,0,0,0,28,0.0
1167,95467,0,0,4,144,0,0,4,144,0.027777777777777776
1169,95469,2,0,1,17,0,0,3,17,0.17647058823529413
1170,95470,0,0,0,14,0,0,0,14,0.0
1171,95472,1,0,1,71,0,0,2,71,0.028169014084507043
1172,95476,9,3,5,187,1,0,17,188,0.09042553191489362
1173,95482,13,5,21,236,0,0,39,236,0.1652542372881356
1174,95485,2,2,3,35,0,0,7,35,0.2
1176,95490,2,3,2,32,0,0,7,32,0.21875
1177,95492,3,1,1,63,0,0,5,63,0.07936507936507936
1180,95501,0,0,2,10,0,0,2,10,0.2
1181,95503,5,0,2,62,0,0,7,62,0.11290322580645161
1182,95519,4,0,2,29,0,0,6,29,0.20689655172413793
1183,95521,20,8,12,54,0,0,40,54,0.7407407407407407
1184,95524,0,0,3,11,0,0,3,11,0.2727272727272727
1185,95525,0,0,5,5,0,0,5,5,1.0
1187,95528,6,2,3,32,0,0,11,32,0.34375
1188,95531,2,0,3,74,0,0,5,74,0.06756756756756757
1189,95536,12,6,10,38,0,0,28,38,0.7368421052631579
1190,95540,6,5,8,53,0,0,19,53,0.3584905660377358
1191,95542,0,0,0,19,0,0,0,19,0.0
1192,95543,1,0,0,12,0,0,1,12,0.08333333333333333
1194,95548,0,0,0,10,0,0,0,10,0.0
1196,95554,0,0,0,6,0,0,0,6,0.0
1197,95555,0,1,0,5,0,0,1,5,0.2
1202,95563,0,0,0,5,0,0,0,5,0.0
1203,95564,0,0,0,9,0,0,0,9,0.0
1204,95565,1,0,2,3,0,0,3,3,1.0
1205,95567,0,0,0,12,0,0,0,12,0.0
1207,95569,0,0,1,4,0,0,1,4,0.25
1208,95570,0,0,1,6,0,0,1,6,0.16666666666666666
1210,95589,0,0,0,5,0,0,0,5,0.0
1211,95602,0,0,4,15,0,0,4,15,0.26666666666666666
1212,95603,2,4,3,21,0,0,9,21,0.42857142857142855
1213,95605,0,0,26,221,0,0,26,221,0.11764705882352941
1214,95606,1,1,0,5,0,0,2,5,0.4
1216,95608,28,14,91,435,0,0,133,435,0.3057471264367816
1217,95610,3,3,11,86,0,0,17,86,0.19767441860465115
1218,95612,23,12,38,164,0,0,73,164,0.4451219512195122
1220,95615,9,5,84,22,0,0,98,22,4.454545454545454
1221,95616,11,4,20,338,0,0,35,338,0.10355029585798817
1222,95618,0,0,0,209,0,0,0,209,0.0
1224,95620,13,6,13,43,0,0,32,43,0.7441860465116279
1225,95621,2,0,4,114,0,0,6,114,0.05263157894736842
1226,95623,1,0,0,4,0,0,1,4,0.25
1227,95624,2,2,11,304,0,0,15,304,0.049342105263157895
1228,95626,2,4,15,58,0,0,21,58,0.3620689655172414
1229,95627,0,0,0,12,0,0,0,12,0.0
1230,95628,1,1,36,64,0,0,38,64,0.59375
1231,95629,0,0,0,6,0,0,0,6,0.0
1232,95630,1,0,13,146,0,0,14,146,0.0958904109589041
1234,95632,15,6,19,132,0,0,40,132,0.30303030303030304
1237,95637,1,1,0,9,0,0,2,9,0.2222222222222222
1238,95638,0,0,1,11,0,0,1,11,0.09090909090909091
1239,95640,1,0,2,63,0,0,3,63,0.047619047619047616
1240,95641,111,34,23,34,0,0,168,34,4.9411764705882355
1241,95642,1,1,1,18,0,0,3,18,0.16666666666666666
1242,95645,10,5,62,101,0,0,77,101,0.7623762376237624
1243,95648,3,4,11,92,0,0,18,92,0.1956521739130435
1244,95650,8,5,7,71,0,0,20,71,0.28169014084507044
1245,95651,1,0,0,11,0,0,1,11,0.09090909090909091
1247,95653,1,3,37,20,0,0,41,20,2.05
1249,95658,0,2,0,13,0,0,2,13,0.15384615384615385
1250,95659,11,6,38,60,0,0,55,60,0.9166666666666666
1251,95660,6,10,73,61,0,0,89,61,1.459016393442623
1252,95661,6,3,13,136,0,0,22,136,0.16176470588235295
1253,95662,2,2,17,80,0,0,21,80,0.2625
1254,95663,0,2,2,8,0,0,4,8,0.5
1256,95667,4,4,4,33,0,0,12,33,0.36363636363636365
1257,95668,8,6,8,31,0,0,22,31,0.7096774193548387
1258,95669,0,0,2,5,0,0,2,5,0.4
1259,95670,1,0,11,283,0,0,12,283,0.04240282685512368
1260,95672,0,0,1,5,0,0,1,5,0.2
1261,95673,22,24,80,194,0,0,126,194,0.6494845360824743
1262,95674,14,9,23,59,0,0,46,59,0.7796610169491526
1263,95677,1,0,3,89,0,0,4,89,0.0449438202247191
1264,95678,2,2,12,77,0,0,16,77,0.2077922077922078
1267,95682,5,6,10,56,0,0,21,56,0.375
1268,95683,0,1,5,21,0,0,6,21,0.2857142857142857
1269,95684,1,0,0,7,0,0,1,7,0.14285714285714285
1270,95685,0,0,0,16,0,0,0,16,0.0
1271,95687,66,25,68,617,0,0,159,617,0.2576985413290113
1272,95688,4,2,13,155,0,0,19,155,0.12258064516129032
1274,95690,31,15,211,97,0,0,257,97,2.649484536082474
1275,95691,11,6,14,1488,0,0,31,1488,0.020833333333333332
1276,95692,4,0,3,178,0,0,7,178,0.03932584269662921
1277,95693,8,6,6,153,0,0,20,153,0.13071895424836602
1278,95694,4,1,7,41,0,0,12,41,0.2926829268292683
1279,95695,47,30,81,235,0,0,158,235,0.6723404255319149
1280,95698,2,0,1,3,0,0,3,3,1.0
1286,95722,0,0,2,11,0,0,2,11,0.18181818181818182
1287,95724,3,0,2,10,0,0,5,10,0.5
1288,95726,0,0,0,6,1,0,0,7,0.0
1289,95728,0,0,0,8,0,0,0,8,0.0
1290,95742,0,0,2,22,0,0,2,22,0.09090909090909091
1291,95746,3,3,19,178,0,0,25,178,0.1404494382022472
1292,95747,2,1,35,113,0,0,38,113,0.336283185840708
1293,95757,51,29,43,253,0,0,123,253,0.48616600790513836
1294,95758,0,0,13,474,0,0,13,474,0.027426160337552744
1295,95762,0,0,4,48,0,0,4,48,0.08333333333333333
1296,95765,0,0,12,20,0,0,12,20,0.6
1297,95776,13,9,34,139,0,0,56,139,0.4028776978417266
1298,95811,0,0,7,62,0,0,7,62,0.11290322580645161
1299,95814,0,0,6,73,0,0,6,73,0.0821917808219178
1300,95815,3,7,49,223,0,0,59,223,0.2645739910313901
1301,95816,1,3,122,557,0,0,126,557,0.22621184919210055
1302,95817,0,0,32,119,0,0,32,119,0.2689075630252101
1303,95818,2,6,153,1458,0,0,161,1458,0.11042524005486969
1304,95819,1,2,416,1078,0,0,419,1078,0.38868274582560297
1305,95820,0,0,89,154,0,0,89,154,0.577922077922078
1306,95821,3,3,19,116,0,0,25,116,0.21551724137931033
1307,95822,3,4,201,1333,0,0,208,1333,0.15603900975243812
1308,95823,2,14,132,672,0,0,148,672,0.22023809523809523
1309,95824,0,1,25,94,0,0,26,94,0.2765957446808511
1310,95825,6,6,371,434,0,0,383,434,0.8824884792626728
1311,95826,2,3,72,1105,0,0,77,1105,0.06968325791855204
1312,95827,10,1,106,103,0,0,117,103,1.1359223300970873
1313,95828,5,10,30,170,0,0,45,170,0.2647058823529412
1314,95829,7,12,42,116,0,0,61,116,0.5258620689655172
1316,95831,7,17,308,3945,0,0,332,3945,0.08415716096324462
1317,95832,4,3,30,102,0,0,37,102,0.3627450980392157
1318,95833,23,49,1363,5768,0,0,1435,5768,0.2487864077669903
1319,95834,16,34,635,5956,0,0,685,5956,0.11501007387508395
1320,95835,18,67,3337,6581,0,0,3422,6581,0.519981765689105
1322,95837,14,6,13,47,0,0,33,47,0.7021276595744681
1323,95838,1,6,121,214,0,0,128,214,0.5981308411214953
1324,95841,0,0,8,72,0,0,8,72,0.1111111111111111
1325,95842,0,0,17,23,0,0,17,23,0.7391304347826086
1326,95843,0,3,14,45,0,0,17,45,0.37777777777777777
1327,95864,15,17,111,754,0,0,143,754,0.1896551724137931
1328,95901,12,11,8,1056,0,0,31,1056,0.029356060606060608
1330,95912,4,11,6,57,0,0,21,57,0.3684210526315789
1331,95917,7,1,40,59,0,0,48,59,0.8135593220338984
1334,95920,5,2,10,0,0,0,17,0,inf
1336,95926,1,0,4,110,0,0,5,110,0.045454545454545456
1337,95928,25,65,117,331,0,0,207,331,0.6253776435045317
1338,95932,16,2,26,183,0,0,44,183,0.24043715846994534
1340,95936,0,0,0,9,0,0,0,9,0.0
1341,95937,0,1,0,5,0,0,1,5,0.2
1342,95938,78,42,51,95,0,0,171,95,1.8
1345,95943,0,1,7,11,0,0,8,11,0.7272727272727273
1347,95945,2,0,3,16,0,0,5,16,0.3125
1348,95946,1,1,2,20,0,0,4,20,0.2
1349,95947,1,0,2,11,0,0,3,11,0.2727272727272727
1350,95948,0,1,6,194,0,0,7,194,0.03608247422680412
1351,95949,0,0,0,17,0,0,0,17,0.0
1352,95951,1,3,7,16,0,0,11,16,0.6875
1353,95953,1,0,18,198,0,0,19,198,0.09595959595959595
1354,95955,3,4,16,24,0,0,23,24,0.9583333333333334
1355,95957,2,1,5,74,0,0,8,74,0.10810810810810811
1356,95959,2,0,2,9,0,0,4,9,0.4444444444444444
1357,95961,4,4,9,1176,0,0,17,1176,0.01445578231292517
1359,95963,4,0,1,44,0,0,5,44,0.11363636363636363
1360,95965,11,4,12,93,0,0,27,93,0.2903225806451613
1361,95966,4,3,1,47,0,0,8,47,0.1702127659574468
1362,95968,2,3,13,11,0,0,18,11,1.6363636363636365
1364,95970,2,0,5,13,0,0,7,13,0.5384615384615384
1365,95971,0,4,3,16,0,0,7,16,0.4375
1366,95973,12,8,17,293,0,0,37,293,0.12627986348122866
1369,95979,1,0,2,2,0,0,3,2,1.5
1370,95982,0,0,3,7,0,0,3,7,0.42857142857142855
1371,95983,1,0,0,7,0,0,1,7,0.14285714285714285
1373,95987,2,1,1,9,0,0,4,9,0.4444444444444444
1374,95988,10,42,46,185,0,0,98,185,0.5297297297297298
1375,95991,13,11,329,1658,0,0,353,1658,0.21290711700844392
1376,95993,27,16,300,1690,0,0,343,1690,0.2029585798816568
1377,96001,11,9,17,195,0,0,37,195,0.18974358974358974
1378,96002,10,11,19,109,0,0,40,109,0.3669724770642202
1379,96003,2,0,3,135,0,0,5,135,0.037037037037037035
1381,96007,2,4,18,88,0,0,24,88,0.2727272727272727
1382,96008,0,0,0,18,0,0,0,18,0.0
1383,96013,0,1,0,58,0,0,1,58,0.017241379310344827
1386,96019,5,2,6,37,0,0,13,37,0.35135135135135137
1387,96020,1,0,1,4,0,0,2,4,0.5
1388,96021,5,0,8,69,0,0,13,69,0.18840579710144928
1389,96022,1,0,4,167,0,0,5,167,0.029940119760479042
1390,96024,0,0,0,7,0,0,0,7,0.0
1391,96025,5,1,0,28,0,0,6,28,0.21428571428571427
1392,96027,1,1,1,28,0,0,3,28,0.10714285714285714
1394,96032,0,1,0,52,0,0,1,52,0.019230769230769232
1395,96033,0,0,0,9,0,0,0,9,0.0
1396,96035,6,4,10,78,0,0,20,78,0.2564102564102564
1397,96039,0,0,0,6,0,0,0,6,0.0
1398,96040,1,0,0,6,0,0,1,6,0.16666666666666666
1400,96044,0,0,1,8,0,0,1,8,0.125
1403,96048,0,1,0,4,0,0,1,4,0.25
1404,96050,1,0,0,5,0,0,1,5,0.2
1405,96051,1,1,0,14,0,0,2,14,0.14285714285714285
1406,96052,0,0,2,21,0,0,2,21,0.09523809523809523
1408,96055,6,1,7,63,0,0,14,63,0.2222222222222222
1410,96057,1,0,10,71,0,0,11,71,0.15492957746478872
1414,96062,0,0,0,10,0,0,0,10,0.0
1415,96064,0,0,1,4,0,0,1,4,0.25
1418,96071,0,0,0,5,0,0,0,5,0.0
1419,96073,2,0,0,59,0,0,2,59,0.03389830508474576
1421,96080,16,13,22,343,0,0,51,343,0.14868804664723032
1424,96088,0,0,0,5,0,0,0,5,0.0
1425,96091,1,1,0,11,0,0,2,11,0.18181818181818182
1426,96093,0,0,0,13,0,0,0,13,0.0
1427,96094,1,1,2,6,0,0,4,6,0.6666666666666666
1429,96097,5,0,0,35,0,0,5,35,0.14285714285714285
1430,96101,0,1,5,50,0,0,6,50,0.12
1431,96103,0,0,0,11,0,0,0,11,0.0
1433,96105,0,2,1,4,0,0,3,4,0.75
1435,96107,1,0,1,9,0,0,2,9,0.2222222222222222
1438,96118,0,0,2,23,0,0,2,23,0.08695652173913043
1439,96122,0,1,1,5,1,0,2,6,0.3333333333333333
1441,96126,1,0,0,15,0,0,1,15,0.06666666666666667
1443,96130,3,3,1,62,0,0,7,62,0.11290322580645161
1447,96137,0,0,0,5,0,0,0,5,0.0
1448,96140,0,0,0,6,0,0,0,6,0.0
1449,96141,3,0,0,12,0,0,3,12,0.25
1450,96142,1,0,1,12,0,0,2,12,0.16666666666666666
1451,96143,3,2,0,1,0,0,5,1,5.0
1452,96145,0,0,2,21,0,0,2,21,0.09523809523809523
1453,96146,0,0,1,21,1,0,1,22,0.045454545454545456
1454,96148,1,0,1,3,0,0,2,3,0.6666666666666666
1455,96150,10,4,4,90,0,0,18,90,0.2
1456,96161,6,3,6,76,0,0,15,76,0.19736842105263158
