ZIP Code,Nonrenewed Policies (by Company),% Market Units,New Policies,Total Res Units,% Change - Expiring Policies,Nonrenewed Policies (by Owner),Renewed Policies,% Change - Nonrenewed Policies (by Owner),% Nonrenewed Policies (by Company),% Change - Earned Premiums,Housing Units,% Change - Renewed Policies,Voluntary Market Units,% Change - Nonrenewed Policies (by Company),% Change Median Income,% Change - New Policies,Earned Premium ($),% Nonrenewed Policies (by Owner),% Change - Zillow Home Value,Avg % White-only Pop,Avg Median Income,Fire Disasters 5y,% Change White-only Pop,Fire Disasters 10y,Median Gross Rent ($),Claims (Fire and Smoke),% Change - Losses (Fire and Smoke),Losses (Fire and Smoke) ($),Median Owner Cost ($),All Disasters 10y,% Change - Claims (Fire and Smoke),Zillow Home Value 2018 ($),Zillow Mean Home Value ($),Zillow Home Value 2020 ($),Zillow Home Value 2019 ($),Median Home Value - Census ($),Zillow Home Value 2021 ($),All Disasters 5y,All Disasters 1y,All Disasters 3y,Fire Disasters 1y,Fire Disasters 3y
91915,426.0,0.9986545576858392,3148.0,5946.0,0.0371395992832708,2773.0,21989.0,0.171474358974359,0.0169128156264888,0.6839698530279177,10098.0,0.0193477059148701,5938.0,0.1818181818181818,0.2990173975124939,0.0538764783180025,31770569.0,0.1100921073527076,0.3727949287023591,64.5142857142857,123321.85714285714,2.0,-17.799999999999997,3.0,2687.0,62.0,2.0656730939324253,1594106.0,797.0,3.0,0.6041666666666667,548245.5097,622764.3202750001,622992.6835,567190.4325,604600.0,752628.6554,2.0,0.0,2.0,0.0,2.0
91932,352.0,0.9976807927472064,2080.0,4743.0,0.0493462673977225,1847.0,17244.0,0.4786096256684491,0.0181042020264362,0.3652738323103557,10350.0,0.0156835205992509,4732.0,-0.125,0.583003003003003,0.2163865546218486,16222700.0,0.0949956282466697,0.2777995708791922,64.5142857142857,62713.142857142855,2.0,-17.799999999999997,3.0,1683.0,18.0,16.45118025751073,952554.0,510.0,3.0,0.0,617913.173,682321.517425,690118.5586,631685.1508,639200.0,789569.1873,2.0,0.0,2.0,0.0,2.0
91935,883.0,0.6667909057025717,1590.0,2683.0,0.0089563862928347,875.0,8660.0,0.2988505747126437,0.0847571510846611,0.2742526791026947,3100.0,-0.0462923274753536,1789.0,1.2950819672131146,0.4082884015080877,-0.068825910931174,21538755.0,0.0839892493760798,0.2870611729975323,64.5142857142857,113297.28571428572,5.0,-17.799999999999997,7.0,1898.0,121.0,1.2308114578375453,10063932.0,932.0,10.0,0.0,705761.3382,771203.108775,784007.7986,686685.2825,681300.0,908358.0158,7.0,0.0,4.0,0.0,3.0
91941,712.0,0.9978466838931956,4125.0,9288.0,-0.0023122549512415,3600.0,35453.0,0.1822660098522168,0.0179051930089274,0.2886518638087596,13027.0,-0.0262543108243408,9268.0,0.4452054794520548,0.4127289527980659,0.0923566878980892,47328081.0,0.0905318747642399,0.3531417035162163,64.5142857142857,95287.71428571428,2.0,-17.799999999999997,3.0,1698.0,71.0,0.8664971109821549,1486836.0,758.0,3.0,0.375,623990.6423,706638.40375,723240.9741,634974.2379,684900.0,844347.7607,2.0,0.0,2.0,0.0,2.0
91942,444.0,0.9995841419462156,3200.0,7214.0,0.03390522875817,2678.0,26841.0,0.2358803986710964,0.0148182758735774,0.3109778990351388,17945.0,0.0149388863739248,7211.0,0.0695652173913043,0.4345838114573219,0.0987012987012987,30477085.0,0.0893768981744151,0.3080302717489973,64.5142857142857,69045.28571428571,2.0,-17.799999999999997,3.0,1688.0,80.0,0.8040083442185095,3555318.0,585.0,3.0,-0.0454545454545454,517686.4806,578425.80025,590078.6915,528788.441,578600.0,677149.5879,2.0,0.0,2.0,0.0,2.0
91945,600.0,0.9977911012937836,3017.0,6338.0,0.0222668934591001,2403.0,23156.0,0.3058161350844277,0.0229366566000229,0.2952223955275539,9528.0,-0.0039813051756967,6324.0,0.0254777070063694,0.3069197714812559,0.2170087976539589,20935328.0,0.0918613096830918,0.3258450336436176,64.5142857142857,69052.0,2.0,-17.799999999999997,3.0,1477.0,66.0,0.110297536245038,3852998.0,585.0,3.0,0.1538461538461537,483509.9266,548994.579075,563534.6712,507874.4836,478800.0,641059.2349,2.0,0.0,2.0,0.0,2.0
91950,947.0,0.9966636725266264,3444.0,7793.0,0.0115461847389557,2613.0,28501.0,0.3804537521815008,0.0295374442469043,0.3241837487495025,18849.0,-0.0240712397384166,7767.0,0.2259615384615385,0.4870755903311443,0.248051948051948,23880145.0,0.0815008889304762,0.295230798344358,64.5142857142857,51184.71428571428,2.0,-17.799999999999997,3.0,1333.0,55.0,5.290079724871032,2063137.0,423.0,3.0,1.8571428571428568,448369.0006,505710.214325,514325.8205,479404.6976,450700.0,580741.3386,2.0,0.0,2.0,0.0,2.0
91977,1602.0,0.9953330169277012,6440.0,12642.0,0.016681831968456,5135.0,46380.0,0.1996630160067396,0.030159835834102,0.3084992973807487,20291.0,-0.0067811158798283,12583.0,0.1766381766381766,0.5152166070901518,0.1148387096774192,49270598.0,0.0966733814033172,0.3265944660301256,64.5142857142857,74028.57142857143,2.0,-17.799999999999997,3.0,1664.0,110.0,-0.085321219200656,4063362.0,534.0,3.0,-0.0833333333333332,496178.5341,559870.935725,571822.6879,513254.8234,493000.0,658227.6975,2.0,0.0,2.0,0.0,2.0
91978,353.0,0.9636281993713516,1354.0,2227.0,0.0785163776493256,822.0,7394.0,0.4161849710982659,0.0411950052514879,0.4189501167482361,3383.0,0.0418705818379554,2146.0,0.21875,0.6348415095446148,0.3977272727272727,10178474.0,0.0959271793674874,0.3345620232659079,64.5142857142857,84571.0,2.0,-17.799999999999997,3.0,2050.0,37.0,7.807826027156512,1576083.0,1106.0,3.0,1.166666666666667,539097.9306,607582.6535499999,620803.8315,550969.2271,454100.0,719459.625,2.0,0.0,2.0,0.0,2.0
92003,281.0,0.9529824561403508,957.0,1425.0,0.0617848970251715,599.0,4623.0,0.2313432835820894,0.0510630565146283,0.459198298062927,1661.0,0.0272647317502199,1358.0,0.4750000000000001,0.5614471101571656,0.5,9905696.0,0.1088497183354533,0.3361729247654452,64.5142857142857,90537.71428571428,5.0,-17.799999999999997,7.0,1786.0,18.0,-0.827497586652824,2067187.0,1131.0,10.0,-0.2,657322.6623,731822.5321000001,737239.3782,654431.3437,720300.0,878296.7442,7.0,0.0,4.0,0.0,3.0
92007,241.0,0.9993896856881294,1515.0,3277.0,0.0322003577817531,1293.0,12136.0,0.2958801498127341,0.0176298463789319,0.3455078153827988,4737.0,0.0052805280528052,3275.0,0.2280701754385965,0.5650380680579128,0.2134146341463414,17899520.0,0.0945866861741038,0.4563371315660183,64.5142857142857,124663.85714285714,2.0,-17.799999999999997,3.0,2341.0,41.0,-0.2816201022052796,1997897.0,955.0,3.0,-0.7857142857142857,1176006.853,1368956.7514999998,1362320.089,1224837.617,1304000.0,1712662.447,2.0,0.0,2.0,0.0,2.0
92009,1176.0,0.9959289735816372,5816.0,11545.0,-0.0086213842559019,5012.0,43345.0,0.1675392670157067,0.0237417479256253,0.3364242438679139,17424.0,-0.0460692390912369,11498.0,1.2254335260115607,0.3500541260721125,0.2665576451349141,85748374.0,0.1011850685401651,0.4404354732218973,64.5142857142857,142572.0,5.0,-17.799999999999997,7.0,2427.0,99.0,-0.6075476614975016,4819144.0,876.0,10.0,-0.5483870967741935,830183.7675,953420.19615,941000.6624,846670.2067,964200.0,1195826.148,7.0,0.0,4.0,0.0,3.0
92010,439.0,0.9980141218005296,2589.0,4532.0,0.0992262175694127,1906.0,16142.0,0.4292803970223324,0.023746416400714,0.4492408677050306,6755.0,0.042558613659531,4523.0,1.4328358208955223,0.1894439951874716,0.1087314662273475,21941069.0,0.1030994753069724,0.382597142350048,64.5142857142857,107806.28571428572,5.0,-17.799999999999997,7.0,2260.0,47.0,5.648353320207625,2082632.0,655.0,10.0,-0.2222222222222223,720163.3141,817792.505775,814772.4653,740538.5036,776000.0,995695.7401,7.0,0.0,4.0,0.0,3.0
92011,446.0,0.9984467225846536,3369.0,6438.0,0.0568306010928962,2749.0,23339.0,0.228130360205832,0.0168086228989221,0.4168612960183433,10448.0,0.031757110451928,6428.0,0.5384615384615385,0.4025157232704403,0.1928864569083448,36506639.0,0.1036029245496344,0.3879446813637137,64.5142857142857,124993.71428571428,5.0,-17.799999999999997,7.0,2601.0,39.0,2.723393570477459,1477931.0,998.0,10.0,-0.1666666666666666,773481.1498,873893.317175,858773.4635,789769.6074,924700.0,1073549.048,7.0,0.0,4.0,0.0,3.0
92014,422.0,0.993811597524639,1920.0,4363.0,0.0327102803738317,1596.0,16281.0,0.3626062322946175,0.0230613694737417,0.505027477303849,6635.0,0.0022244191794364,4336.0,0.1052631578947369,0.511730740835723,0.1052631578947369,40039121.0,0.0872178807585113,0.3378367534045401,64.5142857142857,166181.14285714287,2.0,-17.799999999999997,3.0,3000.0,35.0,-0.4501102052004403,1016082.0,1181.0,3.0,-0.8205128205128205,1655317.192,1820035.16175,1778936.269,1631343.008,1827000.0,2214544.178,2.0,0.0,2.0,0.0,2.0
92019,1449.0,0.9734345351043644,5553.0,10013.0,0.016716018721941,4134.0,36497.0,0.1956745623069,0.0344344106463878,0.3453865489085717,15912.0,-0.0170681646321702,9747.0,0.5933609958506223,0.2286764614870468,0.1226114649681529,54490022.0,0.0982414448669201,0.326232043703319,64.5142857142857,88256.42857142857,2.0,-17.799999999999997,3.0,1848.0,140.0,-0.4128881319831154,5404162.0,744.0,3.0,-0.5806451612903225,541703.6248,608765.06605,618211.2401,556720.6939,576700.0,718424.7054,2.0,0.0,2.0,0.0,2.0
92020,874.0,0.9987518202621176,4553.0,9614.0,0.0129070691024621,3747.0,35744.0,0.2143658810325477,0.0216524216524216,0.2945202279300052,20518.0,-0.0090432064307245,9602.0,0.0892857142857141,0.3933491504668605,0.1400560224089635,44346162.0,0.092827945001858,0.3144575977441868,64.5142857142857,62546.28571428572,2.0,-17.799999999999997,3.0,1519.0,91.0,2.7299606844344724,5511863.0,766.0,3.0,-0.28,541165.43,605793.1667,616381.6325,554286.5932,576200.0,711339.0111,2.0,0.0,2.0,0.0,2.0
92021,1681.0,0.9739242754500688,6883.0,12387.0,0.0260786346598611,4959.0,44030.0,0.2110332749562171,0.0331754489836195,0.3632911756918142,23971.0,0.0026178010471205,12064.0,0.1786833855799372,0.2922221811869853,0.0230473751600512,51889408.0,0.0978685612788632,0.304757117570543,64.5142857142857,61629.71428571428,2.0,-17.799999999999997,3.0,1557.0,153.0,2.603388063356085,7740751.0,636.0,3.0,0.2142857142857142,499922.3195,557653.8924,565617.5441,512798.5014,469100.0,652277.2046,2.0,0.0,2.0,0.0,2.0
92024,1207.0,0.9944820842355242,6505.0,14317.0,0.0287509390152291,5269.0,52939.0,0.251063829787234,0.0203147353361945,0.3522407856568781,21270.0,-0.0062551812495289,14238.0,1.050251256281407,0.4415424930137211,0.1877133105802046,89391891.0,0.0886813094336447,0.4173745802540416,64.5142857142857,126190.71428571428,5.0,-17.799999999999997,7.0,2234.0,110.0,-0.0344234520233157,6299759.0,914.0,10.0,-0.717948717948718,1063503.39,1217151.06075,1209565.269,1088152.913,1063400.0,1507382.671,7.0,0.0,4.0,0.0,3.0
92025,1035.0,0.9850483729111698,4139.0,7959.0,0.0124724871606749,3133.0,28697.0,0.3183791606367583,0.0314924691921497,0.3484558529287216,17446.0,-0.0319572075161157,7840.0,0.5867346938775511,0.2874710518284473,0.2897297297297296,40201712.0,0.0953293777574927,0.3332190527764012,64.5142857142857,61157.42857142857,5.0,-17.799999999999997,7.0,1562.0,90.0,2.0261437581339474,3615918.0,691.0,10.0,-0.0999999999999999,535754.3019,602002.130725,606054.8535,551921.5246,558600.0,714277.8429,7.0,0.0,4.0,0.0,3.0
92026,2140.0,0.9428571428571428,7449.0,12460.0,0.0334034293109026,5109.0,43154.0,0.2553003533568905,0.0424577902109001,0.3892737159533104,19569.0,0.0050246665448565,11748.0,0.2412587412587412,0.4496141354548434,0.1489769820971866,59095689.0,0.1013630141063031,0.3296475852555263,64.5142857142857,79742.14285714286,5.0,-17.799999999999997,7.0,1800.0,88.0,1.1796528746496873,3760839.0,667.0,10.0,-0.2857142857142857,540398.048,604641.415125,605680.7258,553947.9271,539900.0,718538.9596,7.0,0.0,4.0,0.0,3.0
92027,1765.0,0.9812429769210822,6462.0,11569.0,0.0185107278081615,4638.0,41486.0,0.1914132379248658,0.0368560629789722,0.3717612770536884,17769.0,-0.0184463249976228,11352.0,0.8,0.4161705207065557,0.2745961820851688,48711035.0,0.0968489632274635,0.3333995030427803,64.5142857142857,71680.0,5.0,-17.799999999999997,7.0,1696.0,92.0,1.313173268033426,4078064.0,637.0,10.0,-0.2222222222222223,496187.2576,560015.964975,566403.2384,515857.5212,493300.0,661615.8427,7.0,0.0,4.0,0.0,3.0
92029,1088.0,0.9481321395492436,3957.0,6478.0,0.0998173060953329,2435.0,22032.0,0.4597457627118644,0.0425748385834474,0.4494035632057078,7762.0,0.0356680835335427,6142.0,1.384057971014493,0.4062064360437192,0.2610899873257288,35554538.0,0.0952846801017413,0.3774622576881457,64.5142857142857,99563.71428571428,5.0,-17.799999999999997,7.0,2063.0,49.0,-0.9814556275036848,5955910.0,877.0,10.0,-0.5833333333333333,684202.4834,773474.8283,769355.6559,697878.0764,690900.0,942463.0975,7.0,0.0,4.0,0.0,3.0
92036,407.0,0.5886363636363636,888.0,1760.0,0.030089628681178,593.0,5378.0,0.6000000000000001,0.0638131075572279,0.7046504643130296,2336.0,-0.0768688293370944,1036.0,2.647058823529412,0.3372093023255814,0.5801526717557253,12243441.0,0.0929758544998432,0.2695476859971417,64.5142857142857,62323.71428571428,5.0,-17.799999999999997,7.0,1226.0,18.0,-1.0,1064413.0,543.0,10.0,-1.0,413551.4749,451887.776075,453649.7996,415326.5118,425900.0,525023.318,7.0,0.0,4.0,0.0,3.0
92037,903.0,0.993656866693516,4572.0,9932.0,0.0186997383974421,3826.0,36901.0,0.2685851318944845,0.0216910881575786,0.2749658268908472,19337.0,-0.0062553925798102,9869.0,0.1255813953488371,0.3242758697966272,0.1202290076335876,104909425.0,0.0919048762911362,0.3522891803026213,64.5142857142857,119989.57142857143,2.0,-17.799999999999997,3.0,2222.0,125.0,3.655366753054876,11824802.0,1382.0,3.0,-0.3684210526315788,1385708.433,1557282.9874999998,1551721.05,1417823.946,1614900.0,1873878.521,2.0,0.0,2.0,0.0,2.0
92040,1552.0,0.971551724137931,5450.0,10440.0,0.0211274189024959,3861.0,37717.0,0.376670716889429,0.0359842337120333,0.3528676336069156,16246.0,-0.0192088049008409,10143.0,0.4156378600823045,0.4690198970402621,0.2695417789757413,47586444.0,0.0895200556457222,0.3349834008719354,64.5142857142857,85326.14285714286,5.0,-17.799999999999997,7.0,1602.0,113.0,0.4945065179510248,7713863.0,733.0,10.0,-0.3548387096774194,525431.7857,594630.587675,606003.4799,545644.3729,540200.0,701442.7122,7.0,0.0,4.0,0.0,3.0
92054,684.0,0.9986705342035292,3650.0,8274.0,-0.0011771630370805,3098.0,30139.0,0.2806499261447563,0.0201644998673388,0.3274883137805116,17776.0,-0.0282279142707788,8263.0,0.0963855421686747,0.370375645362293,0.0698224852071005,38419153.0,0.0913298546623035,0.3897799631480991,64.5142857142857,64761.0,5.0,-17.799999999999997,7.0,1665.0,72.0,-0.3178140122155298,2437697.0,661.0,10.0,-0.5833333333333333,663531.58,757547.47555,759023.5315,685471.8959,648800.0,922162.8948,7.0,0.0,4.0,0.0,3.0
92056,1336.0,0.9988173455978976,7715.0,15220.0,0.0212578616352201,6515.0,56553.0,0.2538569424964936,0.0207440531643997,0.3357250172358481,20326.0,-0.0050112930547713,15202.0,0.1535947712418299,0.4520924174641825,0.1020179372197309,64516827.0,0.1011583131482516,0.3585942717069337,64.5142857142857,86585.71428571429,5.0,-17.799999999999997,7.0,2140.0,158.0,-0.2507081442423887,7891350.0,669.0,10.0,-0.4390243902439024,532869.9605,605117.2602,609005.8398,554639.1646,583700.0,723954.0759,7.0,0.0,4.0,0.0,3.0
92057,1408.0,0.9974802267795898,7698.0,14287.0,0.0265943012211669,6315.0,52204.0,0.176144244105409,0.023495252557278,0.3815561015975863,19248.0,0.0018393623543837,14251.0,0.4559999999999999,0.5920800670217222,0.1363636363636364,63561392.0,0.1053782101556894,0.3628252069994462,64.5142857142857,84898.28571428571,5.0,-17.799999999999997,7.0,2180.0,146.0,5.213671131674191,5744933.0,621.0,10.0,-0.1999999999999999,501060.4831,567195.928025,568325.6182,516539.7542,530600.0,682857.8566,7.0,0.0,4.0,0.0,3.0
92059,41.0,0.5477707006369427,80.0,157.0,0.1799999999999999,51.0,350.0,0.7777777777777777,0.0927601809954751,1.3278255824767609,543.0,0.036144578313253,86.0,1.0,0.0686895114353181,0.1764705882352941,1317172.0,0.1153846153846153,0.3443816735140419,64.5142857142857,93767.42857142857,5.0,-17.799999999999997,7.0,1292.0,3.0,-1.0,570498.0,251.0,10.0,-1.0,725940.3134,797629.513025,803475.4681,685161.4172,234200.0,975940.8534,7.0,0.0,4.0,0.0,3.0
92064,1505.0,0.9808630975439684,6184.0,12907.0,0.0037125037125036,4729.0,47806.0,0.1392070484581498,0.0278497409326424,0.3267808070654852,16902.0,-0.0229980145598941,12660.0,0.6938775510204083,0.409699683259688,0.0657084188911705,81662445.0,0.0875092524056254,0.3285393790579813,64.5142857142857,118783.28571428572,5.0,-17.799999999999997,7.0,1835.0,92.0,0.0897355242065904,5111393.0,854.0,10.0,-0.6206896551724138,753177.2018,839964.3597500001,839945.5416,766109.1236,767500.0,1000625.572,7.0,0.0,4.0,0.0,3.0
92065,3194.0,0.8536197295147175,7103.0,10056.0,0.0115464324484357,4086.0,33827.0,0.2294713160854893,0.0776996618580777,0.4101376344812433,12888.0,-0.0752688172043011,8584.0,2.6547085201793723,0.4457556786836487,0.4355670103092783,58419337.0,0.0993991291020994,0.2924814892470686,64.5142857142857,102445.57142857143,5.0,-17.799999999999997,7.0,1754.0,100.0,-0.2708577458031701,6913139.0,713.0,10.0,-0.588235294117647,558482.4825,616217.6945249999,622339.2878,562220.7371,593100.0,721828.2707,7.0,0.0,4.0,0.0,3.0
92067,684.0,0.9242002781641168,2280.0,2876.0,-0.0829390481491789,1475.0,11460.0,0.4923076923076923,0.0502239518319994,0.1471026958427472,3969.0,-0.1916299559471366,2658.0,1.6777777777777776,0.8230390994807638,0.9350348027842228,68572471.0,0.1083045744915192,0.3566725082212485,64.5142857142857,197278.57142857145,2.0,-17.799999999999997,3.0,3453.0,34.0,-0.8940372834765632,9808369.0,1501.0,3.0,-0.4285714285714286,2713954.498,2981471.277,2901032.001,2628951.153,2000001.0,3681947.456,2.0,0.0,2.0,0.0,2.0
92069,1387.0,0.984457537586347,4932.0,9844.0,0.0014466197318931,4041.0,36572.0,0.1703786191536749,0.0330238095238095,0.327102296452237,15438.0,-0.0402633851468048,9691.0,1.135265700483092,0.4211651523249599,0.1440217391304348,44731580.0,0.0962142857142857,0.3267831145592885,64.5142857142857,77695.14285714286,2.0,-17.799999999999997,3.0,1788.0,74.0,0.7311809204072288,3361400.0,609.0,3.0,-0.52,576621.799,643195.6880249999,642636.4587,588472.428,569500.0,765052.0664,2.0,0.0,2.0,0.0,2.0
92071,1220.0,0.995437821927888,6886.0,13590.0,0.0577093160377357,4931.0,49677.0,0.2561307901907357,0.0218528337035179,0.3492353160486867,21321.0,0.031960111165604,13528.0,0.4721030042918455,0.2923172940427823,0.0192655027092112,55407738.0,0.0883248549115139,0.327998328821051,64.5142857142857,91295.0,5.0,-17.799999999999997,7.0,1854.0,135.0,2.3695611755901886,7109224.0,752.0,10.0,0.0833333333333332,506471.6741,572408.885625,585215.1996,525355.132,524100.0,672593.5368,7.0,0.0,4.0,0.0,3.0
92075,286.0,0.9987012987012988,1334.0,3080.0,0.0168897386870618,1134.0,11262.0,0.2023346303501945,0.0225516480050465,0.3388758950962498,5994.0,-0.0039048633297834,3076.0,0.1875,0.4111844645201142,-0.0061538461538461,24331937.0,0.0894180728591704,0.3378167650256951,64.5142857142857,115068.57142857143,2.0,-17.799999999999997,3.0,2624.0,55.0,3.7093847367646857,2190440.0,1136.0,3.0,-0.3636363636363635,1354921.204,1492200.508,1455656.074,1345588.452,1442900.0,1812636.302,2.0,0.0,2.0,0.0,2.0
92078,1529.0,0.9831333389275824,7348.0,11917.0,0.0598537663662641,5466.0,41963.0,0.2362728785357737,0.0312308509334531,0.4680733688022862,19030.0,0.0291545189504374,11716.0,0.4444444444444444,0.550800334709963,0.0028851702250431,62719389.0,0.1116467175946729,0.3526683154098959,64.5142857142857,93053.28571428572,2.0,-17.799999999999997,3.0,2112.0,86.0,-0.3339341538288225,4369728.0,755.0,3.0,-0.6666666666666667,650740.0188,724566.5117249999,709728.8285,657561.7946,665300.0,880235.405,2.0,0.0,2.0,0.0,2.0
92081,559.0,0.9978344934261408,3615.0,6465.0,0.0564757848241046,2736.0,22845.0,0.2794612794612794,0.0213848508033664,0.3754974198351775,10690.0,0.0275310834813498,6451.0,0.3217391304347825,0.5461993764778529,0.2462121212121211,29304490.0,0.1046671767406274,0.3532602013659376,64.5142857142857,85505.85714285714,5.0,-17.799999999999997,7.0,2121.0,61.0,3.967045978587364,1792898.0,755.0,10.0,0.0,571304.2803,641691.073475,636862.0952,585474.573,599400.0,773123.3454,7.0,0.0,4.0,0.0,3.0
92082,1521.0,0.8575809199318569,3605.0,5870.0,0.0537878787878787,2110.0,18068.0,0.5397590361445783,0.0700953961012028,0.418381464531421,6561.0,0.0017053933063313,5034.0,0.2988505747126437,0.4488925809643647,0.2616822429906542,33064409.0,0.097239504124614,0.3010663733621137,64.5142857142857,98489.71428571428,2.0,-17.799999999999997,3.0,1389.0,50.0,-0.5244673750675382,2603733.0,672.0,3.0,-0.7272727272727273,635561.7217,698554.941525,703816.6867,627933.3734,620700.0,826907.9843,2.0,0.0,2.0,0.0,2.0
92083,667.0,0.9978291207939216,3125.0,6449.0,0.0064963826959987,2568.0,23896.0,0.1943048576214405,0.0245844237219416,0.2993912618837961,11838.0,-0.0213540804502565,6435.0,0.4222222222222223,0.4696077559370274,0.2376811594202899,24612375.0,0.0946518742397995,0.3518220963092511,64.5142857142857,70242.71428571429,5.0,-17.799999999999997,7.0,1766.0,86.0,-0.4857509460333697,4607784.0,610.0,10.0,-0.4444444444444444,477164.5717,544684.53915,553688.1971,502843.7762,467600.0,645041.6116,7.0,0.0,4.0,0.0,3.0
92084,1550.0,0.966532025389498,5463.0,10398.0,0.0174485125858123,3811.0,37104.0,0.2841854934601664,0.0365006475921347,0.3808276746872652,15307.0,-0.0379868057033411,10050.0,1.2088353413654618,0.5817420109119251,0.2747899159663864,49491109.0,0.089744495466855,0.3154976485747141,64.5142857142857,79518.0,5.0,-17.799999999999997,7.0,1741.0,78.0,0.8871757057854344,4511460.0,664.0,10.0,-0.409090909090909,567070.6435,632159.8038,636159.9856,579428.488,600600.0,745980.0981,7.0,0.0,4.0,0.0,3.0
92086,316.0,0.5,345.0,584.0,-0.2461832061068702,239.0,1371.0,0.0,0.1640706126687435,0.603214760933203,733.0,-0.3793103448275862,292.0,2.764705882352941,1.056612305187954,0.180327868852459,2855959.0,0.1240913811007269,0.2210350228538584,64.5142857142857,45840.28571428572,2.0,-17.799999999999997,3.0,1155.0,5.0,-0.2754876955952299,60600.0,416.0,3.0,0.0,421806.3228,444516.098075,438720.8119,402496.9646,265800.0,515040.293,2.0,0.0,2.0,0.0,2.0
92091,151.0,0.9842995169082126,651.0,828.0,0.0825123152709359,467.0,2854.0,0.6046511627906976,0.0434907834101382,0.4040286114585354,764.0,-0.0295358649789029,815.0,2.4,-0.3636330275229358,0.7699115044247788,11058964.0,0.1345046082949308,0.3931710018785499,64.5142857142857,133424.2857142857,2.0,-17.799999999999997,3.0,3029.0,4.0,-1.0,30134.0,1501.0,3.0,-1.0,1853043.415,2079686.26225,2023853.038,1860242.245,1359400.0,2581606.351,2.0,0.0,2.0,0.0,2.0
92101,124.0,0.985204081632653,812.0,1960.0,0.0572407045009784,1219.0,7153.0,0.7285714285714286,0.0145951035781544,0.4393573994082649,29778.0,-0.0194336479733481,1931.0,-0.0303030303030302,0.4975420825264412,0.3712574850299401,33248635.0,0.1434792843691149,0.0994764365221583,64.5142857142857,74941.85714285714,2.0,-17.799999999999997,3.0,2008.0,89.0,0.0175643475593931,905284.0,1215.0,3.0,0.0,653085.1835,662961.2156250001,644609.7425,636098.1662,626000.0,718051.7703,2.0,0.0,2.0,0.0,2.0
92102,656.0,0.9667049368541906,3113.0,6968.0,0.0196850393700787,2443.0,23651.0,0.2244525547445255,0.0245233644859813,0.3247579824095861,15615.0,0.000848752334069,6736.0,0.0121212121212122,0.5919064306600299,0.1604774535809019,20629270.0,0.0913271028037383,0.2180562406098658,64.5142857142857,56954.142857142855,2.0,-17.799999999999997,3.0,1560.0,58.0,0.6949148686487994,2950388.0,542.0,3.0,1.2222222222222223,525366.0917,563278.998875,567753.0999,520071.3573,477100.0,639925.4466,2.0,0.0,2.0,0.0,2.0
92103,447.0,0.9894401609118336,2645.0,5966.0,0.0250080671184254,2314.0,22319.0,0.4989561586638831,0.017822966507177,0.5447056110656232,20238.0,-0.0124955373081042,5903.0,-0.1196581196581196,0.3000952726004052,0.2727272727272727,40186213.0,0.0922647527910685,0.2005640555225902,64.5142857142857,83569.28571428571,2.0,-17.799999999999997,3.0,1717.0,58.0,-0.257502161304913,1287477.0,786.0,3.0,-0.0925925925925925,798162.1347,843481.4126,827929.9601,789588.7862,835300.0,958244.7694,2.0,0.0,2.0,0.0,2.0
92104,577.0,0.9916298535224366,3804.0,8602.0,0.0259754990925589,3378.0,31652.0,0.2945113788487283,0.0162046788552812,0.5732616077174204,23551.0,-0.0007572889057175,8530.0,0.1027397260273972,0.568561872909699,0.256348246674728,32206389.0,0.0948689864352514,0.2659485428472721,64.5142857142857,74793.71428571429,2.0,-17.799999999999997,3.0,1668.0,70.0,-0.3087479745981905,2861384.0,527.0,3.0,0.0370370370370369,699625.496,762037.624425,756829.2167,706005.9078,679300.0,885689.8772,2.0,0.0,2.0,0.0,2.0
92105,953.0,0.9782521143777688,4258.0,9932.0,0.0093778360391247,3342.0,35549.0,0.1558109833971903,0.0239182812970585,0.3206051597243686,24014.0,-0.0018005851901867,9716.0,-0.0524193548387096,0.6183452522844657,0.0838894184938037,26254649.0,0.0838771207710069,0.2960820570019484,64.5142857142857,49791.28571428572,2.0,-17.799999999999997,3.0,1368.0,73.0,-0.3822792163189344,2496540.0,534.0,3.0,-0.6666666666666667,437988.1588,492592.28245000006,506031.8551,458680.5221,459200.0,567668.5938,2.0,0.0,2.0,0.0,2.0
92106,353.0,0.997752808988764,2271.0,5340.0,0.0179640718562874,1957.0,20026.0,0.2587064676616915,0.0158040830945558,0.2945442526365782,8011.0,-0.0053656597774245,5328.0,0.2857142857142858,0.2817027707808564,0.119047619047619,32064756.0,0.0876164040114613,0.3319280917392313,64.5142857142857,112011.14285714286,2.0,-17.799999999999997,3.0,2022.0,44.0,7.514364423455333,2245938.0,980.0,3.0,-0.2222222222222222,1074821.824,1204432.4065,1213175.704,1098146.717,1070000.0,1431585.381,2.0,0.0,2.0,0.0,2.0
92107,425.0,0.9941901657928298,2832.0,7057.0,0.0288910919133267,2419.0,25789.0,0.2893700787401574,0.0148430133063248,0.3450683665886118,14301.0,0.006825938566553,7016.0,0.1214953271028036,0.3816903041310817,0.2424242424242424,29279628.0,0.084482939265882,0.3393464034336941,64.5142857142857,90241.0,2.0,-17.799999999999997,3.0,1836.0,66.0,-0.65449142959219,1900345.0,671.0,3.0,-0.4117647058823529,993006.2847,1114476.378175,1111487.065,1023432.767,982300.0,1329979.396,2.0,0.0,2.0,0.0,2.0
