ZIP,Count_2022,Sum_1yr,Avg_3yr,Sum_3yr,Avg_5yr,Sum_5yr,Avg_10yr,Sum_10yr
93933,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93940,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93942,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93943,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93944,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93955,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93960,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93962,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
95004,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
95012,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
95311,1,2.0,1.6666666666666667,5,1.8,9,1.5,12
95325,1,2.0,1.6666666666666667,5,1.8,9,1.5,12
95338,1,2.0,1.6666666666666667,5,1.8,9,1.5,12
95345,1,2.0,1.6666666666666667,5,1.8,9,1.5,12
95501,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95502,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95503,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95511,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95514,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95518,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95519,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95521,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95524,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95526,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95528,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95534,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95536,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95540,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95542,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95545,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95546,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95547,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95549,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95550,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95551,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95553,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95555,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95556,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95558,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95559,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95560,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95564,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95565,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95569,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95570,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95571,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95589,1,3.0,2.0,6,1.75,7,1.5714285714285714,11
95602,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95603,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95604,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95613,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95614,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95631,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95634,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95635,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95646,1,3.0,1.6666666666666667,5,1.5,6,1.4,7
95648,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95650,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95651,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95658,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95661,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95663,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95667,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95672,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95677,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95678,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95681,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95684,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95701,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95703,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95709,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95713,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95720,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
95736,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95747,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95765,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
95915,1,4.0,2.0,6,1.75,7,1.5,9
95947,1,4.0,2.0,6,1.75,7,1.5,9
95971,1,4.0,2.0,6,1.75,7,1.5,9
95980,1,4.0,2.0,6,1.75,7,1.5,9
95983,1,4.0,2.0,6,1.75,7,1.5,9
95984,1,4.0,2.0,6,1.75,7,1.5,9
96006,1,1.0,1.3333333333333333,4,1.5,6,1.3333333333333333,8
96014,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96015,1,1.0,1.3333333333333333,4,1.5,6,1.3333333333333333,8
96020,1,4.0,2.0,6,1.75,7,1.5,9
96021,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96023,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96025,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96027,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96029,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96034,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96035,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96037,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96038,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96044,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96054,1,1.0,1.3333333333333333,4,1.5,6,1.3333333333333333,8
96057,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96058,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96059,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96063,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96064,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96074,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96078,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96090,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96092,1,2.0,1.6666666666666667,5,1.5,6,1.3333333333333333,8
96094,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96097,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96101,1,1.0,1.3333333333333333,4,1.5,6,1.3333333333333333,8
96103,1,4.0,2.0,6,1.75,7,1.5,9
96104,1,1.0,1.3333333333333333,4,1.5,6,1.3333333333333333,8
96105,1,4.0,2.0,6,1.75,7,1.5,9
96106,1,4.0,2.0,6,1.75,7,1.5,9
96110,1,1.0,1.3333333333333333,4,1.5,6,1.3333333333333333,8
96116,1,1.0,1.3333333333333333,4,1.5,6,1.3333333333333333,8
96120,1,3.0,1.6666666666666667,5,1.5,6,1.4,7
96122,1,4.0,2.0,6,1.75,7,1.5,9
96129,1,4.0,2.0,6,1.75,7,1.5,9
96134,3,4.0,2.3333333333333335,7,1.8,9,1.8571428571428572,13
96135,1,4.0,2.0,6,1.75,7,1.5,9
96141,1,5.0,2.3333333333333335,7,2.0,8,1.8,9
96142,1,3.0,2.0,6,1.75,7,1.6666666666666667,10
