,ZIP Code,new_policies,renewed_policies,company_nonrenewed,owner_nonrenewed,nonrenewed_policies,expiring_policies,pct_nonrenewed_policies,pct_nonrenewed_owner,pct_nonrenewed_company,ratio_new_to_nonrenewed
898,93740,0,30,1,1,2,32,0.0625,0.03125,0.03125,0.0
899,93778,0,21,0,0,0,21,0.0,0.0,0.0,
900,93901,2188,21799,1839,308,2147,23946,0.08966006848743005,0.012862273448592667,0.07679779503883738,1.0190964136003726
901,93905,3146,30069,2474,468,2942,33011,0.08912180788222107,0.014177092484323407,0.07494471539789767,1.0693405846363018
902,93906,4356,41737,3776,586,4362,46099,0.09462244300310202,0.012711772489641858,0.08191067051346017,0.9986244841815681
903,93907,2504,21595,1949,589,2538,24133,0.10516719844196742,0.024406414453238306,0.08076078398872913,0.9866036249014972
904,93908,1777,15218,1308,389,1697,16915,0.10032515518770323,0.022997339639373338,0.07732781554832989,1.047142015321155
905,93912,0,11,0,0,0,11,0.0,0.0,0.0,
906,93920,83,722,50,25,75,797,0.09410288582183186,0.03136762860727729,0.06273525721455459,1.1066666666666667
907,93921,723,6345,570,141,711,7056,0.10076530612244898,0.019982993197278913,0.08078231292517007,1.0168776371308017
908,93922,4,23,0,2,2,25,0.08,0.08,0.0,2.0
909,93923,2627,19644,1870,758,2628,22272,0.11799568965517242,0.03403376436781609,0.08396192528735633,0.9996194824961948
910,93924,1095,8639,766,326,1092,9731,0.11221868256088788,0.033501181790155175,0.07871750077073271,1.0027472527472527
911,93925,90,807,71,19,90,897,0.10033444816053512,0.021181716833890748,0.07915273132664437,1.0
912,93926,513,5988,426,106,532,6520,0.08159509202453988,0.01625766871165644,0.06533742331288343,0.9642857142857143
913,93927,1256,11346,881,269,1150,12496,0.09202944942381562,0.021526888604353395,0.07050256081946223,1.0921739130434782
914,93930,1350,10351,854,300,1154,11505,0.10030421555845284,0.02607561929595828,0.07422859626249456,1.169844020797227
915,93932,50,404,30,8,38,442,0.08597285067873303,0.01809954751131222,0.06787330316742081,1.3157894736842106
916,93933,2807,17364,1839,220,2059,19423,0.1060083406270916,0.011326777531792205,0.09468156309529939,1.363283147158815
917,93940,2917,28396,2357,511,2868,31264,0.09173490276356193,0.01634467758444217,0.07539022517911975,1.0170850767085076
918,93944,0,42,1,8,9,51,0.17647058823529413,0.1568627450980392,0.0196078431372549,0.0
919,93950,1940,19729,1615,253,1868,21597,0.0864934944668241,0.011714589989350373,0.07477890447747372,1.0385438972162742
920,93953,1196,8807,937,359,1296,10103,0.1282787290903692,0.035533999802039,0.0927447292883302,0.9228395061728395
921,93954,30,173,13,14,27,200,0.135,0.07,0.065,1.1111111111111112
922,93955,2396,23348,2131,327,2458,25806,0.09524916686042005,0.012671471750755638,0.08257769510966442,0.9747762408462164
923,93960,1527,12874,1085,231,1316,14190,0.0927413671599718,0.01627906976744186,0.07646229739252995,1.1603343465045592
924,93962,83,781,60,12,72,853,0.08440797186400938,0.01406799531066823,0.07033997655334115,1.1527777777777777
925,94002,2366,25249,2070,277,2347,27596,0.08504855776199449,0.010037686621249457,0.07501087114074503,1.008095440988496
926,94005,517,4400,376,95,471,4871,0.09669472387600082,0.019503182098131802,0.07719154177786902,1.0976645435244161
927,94010,4031,40745,3422,654,4076,44821,0.09093951495950559,0.014591374578880436,0.07634814038062515,0.9889597644749755
928,94014,3497,33069,2838,514,3352,36421,0.09203481507921255,0.01411273715713462,0.07792207792207792,1.043257756563246
929,94015,4373,47537,3817,470,4287,51824,0.08272229083050324,0.009069157147267675,0.07365313368323556,1.020060648472125
930,94018,358,3827,362,83,445,4272,0.10416666666666667,0.01942883895131086,0.0847378277153558,0.8044943820224719
931,94019,1873,17043,1467,268,1735,18778,0.09239535626797316,0.014272020449462136,0.07812333581851102,1.0795389048991355
932,94020,206,1900,138,79,217,2117,0.10250354274917337,0.03731695795937648,0.06518658478979689,0.9493087557603687
933,94021,27,244,17,6,23,267,0.08614232209737828,0.02247191011235955,0.06367041198501873,1.173913043478261
934,94022,2376,23135,1941,548,2489,25624,0.09713549797065252,0.02138620043709023,0.07574929753356228,0.954600241060667
935,94024,2823,28722,2443,447,2890,31612,0.09142097937492091,0.014140199924079463,0.07728077945084146,0.9768166089965398
936,94025,4042,39161,3513,503,4016,43177,0.09301248349815874,0.011649720916228548,0.08136276258193019,1.0064741035856575
937,94027,967,9066,811,177,988,10054,0.09826934553411577,0.017604933359856773,0.080664412174259,0.978744939271255
938,94028,1016,8425,673,411,1084,9509,0.11399726574823851,0.04322221053738563,0.07077505521085288,0.9372693726937269
939,94030,2137,21505,1925,204,2129,23634,0.09008208513159008,0.008631632394008631,0.08145045273758145,1.0037576326914044
940,94037,389,3765,298,53,351,4116,0.08527696793002916,0.012876579203109815,0.07240038872691934,1.1082621082621082
941,94038,375,3517,325,87,412,3929,0.10486128785950624,0.022143038941206415,0.08271824891829982,0.9101941747572816
942,94040,1835,19938,1601,203,1804,21742,0.08297304755772238,0.009336767546683838,0.07363628001103854,1.0171840354767183
943,94041,1027,9743,850,127,977,10720,0.09113805970149254,0.011847014925373133,0.07929104477611941,1.0511770726714431
944,94043,1884,14728,1489,203,1692,16420,0.10304506699147381,0.012362971985383678,0.09068209500609013,1.1134751773049645
945,94044,3455,40627,2863,480,3343,43970,0.07602911075733455,0.010916534000454855,0.06511257675687969,1.0335028417588992
946,94060,147,1149,114,44,158,1307,0.12088752869166029,0.03366488140780413,0.08722264728385616,0.930379746835443
947,94061,3040,30546,2681,336,3017,33563,0.08989065339808718,0.010011024044334535,0.07987962935375265,1.0076234670202187
948,94062,3149,32155,2605,593,3198,35353,0.090459084094702,0.016773682572907532,0.07368540152179447,0.984677923702314
949,94063,1539,14945,1310,225,1535,16480,0.09314320388349515,0.013652912621359222,0.07949029126213593,1.0026058631921824
950,94065,851,8737,776,98,874,9611,0.09093746748517324,0.010196649672250545,0.0807408178129227,0.9736842105263158
951,94066,3449,37037,2922,389,3311,40348,0.08206106870229007,0.009641122236542083,0.072419946465748,1.0416792509815767
952,94070,3175,32850,2772,379,3151,36001,0.08752534651815227,0.010527485347629232,0.07699786117052304,1.0076166296413838
953,94074,21,215,14,6,20,235,0.0851063829787234,0.02553191489361702,0.059574468085106386,1.05
954,94080,4824,52865,4170,516,4686,57551,0.081423433128877,0.008965960626227173,0.07245747250264982,1.029449423815621
955,94085,1221,9900,1000,138,1138,11038,0.10309838738901975,0.012502264903062148,0.0905961224859576,1.0729349736379614
956,94086,2721,25059,2353,320,2673,27732,0.0963868455214193,0.011539016298860522,0.08484782922255878,1.0179573512906845
957,94087,4290,47216,3983,438,4421,51637,0.08561690260859461,0.008482289830935182,0.07713461277765943,0.9703686948654151
958,94088,1,29,0,1,1,30,0.03333333333333333,0.03333333333333333,0.0,1.0
959,94089,2243,15155,1728,477,2205,17360,0.12701612903225806,0.02747695852534562,0.09953917050691244,1.017233560090703
960,94102,203,2187,260,25,285,2472,0.11529126213592233,0.010113268608414239,0.10517799352750809,0.712280701754386
961,94103,317,3373,382,60,442,3815,0.11585845347313237,0.015727391874180863,0.1001310615989515,0.7171945701357466
962,94104,5,65,43,4,47,112,0.41964285714285715,0.03571428571428571,0.38392857142857145,0.10638297872340426
963,94105,160,1245,181,23,204,1449,0.14078674948240166,0.015873015873015872,0.12491373360938578,0.7843137254901961
964,94107,986,10176,905,138,1043,11219,0.0929672876370443,0.012300561547374989,0.08066672608966931,0.9453499520613614
965,94108,74,682,85,11,96,778,0.12339331619537275,0.014138817480719794,0.10925449871465295,0.7708333333333334
966,94109,616,6242,566,111,677,6919,0.0978465096112155,0.016042780748663103,0.0818037288625524,0.9098966026587888
967,94110,3566,36317,2984,480,3464,39781,0.08707674517985974,0.012066061687740378,0.07501068349211935,1.029445727482679
968,94111,33,290,52,1,53,343,0.15451895043731778,0.0029154518950437317,0.15160349854227406,0.6226415094339622
969,94112,6313,65093,5277,847,6124,71217,0.08599070446663015,0.011893227740567561,0.0740974767260626,1.0308621815806662
970,94114,2213,24302,1917,308,2225,26527,0.08387680476495646,0.011610811625890602,0.07226599313906586,0.9946067415730337
971,94115,975,9882,858,173,1031,10913,0.09447447997800788,0.015852652799413544,0.07862182717859434,0.9456838021338506
972,94116,4309,49649,3619,573,4192,53841,0.07785888077858881,0.010642447205661112,0.0672164335729277,1.0279103053435115
973,94117,1305,14715,1106,244,1350,16065,0.08403361344537816,0.015188297541238717,0.06884531590413943,0.9666666666666667
974,94118,2006,22654,1659,324,1983,24637,0.08048869586394447,0.013150951820432683,0.0673377440435118,1.0115985879979827
975,94121,2686,31216,2310,365,2675,33891,0.07892950930925614,0.010769820896403175,0.06815968841285297,1.0041121495327103
976,94122,4237,50465,3664,544,4208,54673,0.07696669288314159,0.009950066760558228,0.06701662612258336,1.0068916349809887
977,94123,1211,11637,1017,223,1240,12877,0.09629572105304031,0.017317698221635473,0.07897802283140483,0.9766129032258064
978,94124,2375,21217,1957,366,2323,23540,0.09868309260832625,0.015548003398470688,0.08313508920985556,1.0223848471803703
979,94127,2502,26210,2207,290,2497,28707,0.08698226913296409,0.010102065698261747,0.07688020343470234,1.0020024028834602
980,94131,2519,26692,2197,330,2527,29219,0.08648482152024367,0.011294021013723947,0.07519080050651973,0.9968341907400079
981,94132,1743,17985,1496,236,1732,19717,0.08784297814069078,0.011969366536491353,0.07587361160419942,1.00635103926097
982,94133,514,5772,486,107,593,6365,0.09316575019638648,0.01681068342498036,0.07635506677140613,0.866779089376054
983,94134,2971,30963,2605,348,2953,33916,0.08706805047765066,0.010260643943861305,0.07680740653378937,1.0060954961056552
984,94143,0,37,0,1,1,38,0.02631578947368421,0.02631578947368421,0.0,0.0
985,94158,57,464,47,2,49,513,0.09551656920077972,0.003898635477582846,0.09161793372319688,1.163265306122449
986,94301,1436,16127,1247,209,1456,17583,0.08280725700961156,0.011886481260308251,0.0709207757493033,0.9862637362637363
987,94303,3572,33587,3162,507,3669,37256,0.09848078161906806,0.013608546274425596,0.08487223534464247,0.9735622785500136
988,94304,119,597,59,20,79,676,0.11686390532544379,0.029585798816568046,0.08727810650887574,1.5063291139240507
989,94305,184,2526,153,43,196,2722,0.07200587803085966,0.01579720793534166,0.056208670095518,0.9387755102040817
990,94306,2371,24436,2186,249,2435,26871,0.09061813851363924,0.009266495478396785,0.08135164303524245,0.9737166324435318
991,94401,1928,18297,1627,240,1867,20164,0.09259075580242015,0.011902400317397342,0.08068835548502282,1.032672737011248
992,94402,2317,25874,2055,279,2334,28208,0.0827424844015882,0.0098908111174135,0.0728516732841747,0.9927163667523564
993,94403,3217,34553,2832,304,3136,37689,0.08320730186526573,0.00806601395632678,0.07514128790893895,1.025829081632653
994,94404,2190,22076,1909,231,2140,24216,0.08837132474397093,0.009539147670961349,0.07883217707300957,1.0233644859813085
995,94501,4260,44246,3599,491,4090,48336,0.08461602118503807,0.010158060244952003,0.07445796094008607,1.0415647921760391
996,94502,1259,13083,1156,123,1279,14362,0.08905444924105278,0.008564266815206795,0.08049018242584598,0.9843627834245504
997,94503,2311,19526,1975,301,2276,21802,0.10439409228511146,0.01380607283735437,0.09058801944775709,1.015377855887522
998,94505,3896,20315,3063,411,3474,23789,0.14603388120559924,0.017276892681491445,0.12875698852410777,1.1214738054116293
999,94506,4673,26825,3660,901,4561,31386,0.14531956923469064,0.028707066845090168,0.11661250238960046,1.0245560184170137
1000,94507,2626,19598,1952,685,2637,22235,0.11859680683606925,0.03080728581065887,0.08778952102541039,0.9958285930982177
1001,94508,310,2722,247,98,345,3067,0.11248777306814477,0.03195304858167591,0.08053472448646887,0.8985507246376812
1002,94509,8370,62802,6928,1147,8075,70877,0.11392976565035202,0.01618296485460728,0.09774680079574474,1.036532507739938
1003,94510,2931,30346,2632,320,2952,33298,0.0886539732116043,0.009610186798005887,0.07904378641359841,0.9928861788617886
1004,94511,447,2525,292,84,376,2901,0.12961047914512236,0.028955532574974147,0.10065494657014823,1.1888297872340425
1005,94512,9,87,22,4,26,113,0.23008849557522124,0.035398230088495575,0.19469026548672566,0.34615384615384615
1006,94513,12029,73200,9378,1204,10582,83782,0.12630397937504476,0.014370628535962379,0.11193335083908237,1.1367416367416368
1007,94514,120,1776,172,48,220,1996,0.11022044088176353,0.02404809619238477,0.08617234468937876,0.5454545454545454
1008,94515,1049,7914,785,223,1008,8922,0.11297915265635508,0.02499439587536427,0.08798475678099081,1.0406746031746033
1009,94516,16,121,10,6,16,137,0.11678832116788321,0.043795620437956206,0.072992700729927,1.0
1010,94517,1777,14801,1411,275,1686,16487,0.1022623885485534,0.01667980833383878,0.08558258021471463,1.0539739027283512
1011,94518,3320,27351,2773,410,3183,30534,0.10424444881116132,0.013427654418025807,0.09081679439313552,1.0430411561420043
1012,94519,2490,21725,2216,264,2480,24205,0.10245816979962817,0.010906837430283,0.09155133236934518,1.0040322580645162
1013,94520,2633,20362,2300,364,2664,23026,0.11569530096412751,0.015808216798401806,0.0998870841657257,0.9883633633633634
1014,94521,4784,44069,4165,533,4698,48767,0.0963356368035762,0.01092952201283655,0.08540611479073965,1.0183056619838229
1015,94523,3693,33875,3306,370,3676,37551,0.09789353146387579,0.009853266224601209,0.08804026523927459,1.0046245919477692
1016,94525,473,4213,392,71,463,4676,0.09901625320786997,0.015183917878528658,0.08383233532934131,1.0215982721382288
1017,94526,4942,36927,3920,977,4897,41824,0.11708588370313695,0.023359793420045908,0.09372609028309105,1.009189299571166
1018,94528,234,1206,177,65,242,1448,0.1671270718232044,0.04488950276243094,0.12223756906077347,0.9669421487603306
1019,94530,2910,29447,2430,481,2911,32358,0.08996229680449966,0.014864948389888126,0.07509734841461153,0.9996564754379939
1020,94531,7028,44076,5503,786,6289,50365,0.1248684602402462,0.01560607564777127,0.10926238459247493,1.1175067578311337
1021,94533,8777,64044,6882,1132,8014,72058,0.11121596491715008,0.01570956729301396,0.09550639762413611,1.09520838532568
1022,94534,6232,45884,4999,774,5773,51657,0.11175639313161817,0.014983448516173994,0.09677294461544418,1.0795080547375715
1023,94536,6641,53744,5907,640,6547,60291,0.10859000514172928,0.010615183028976133,0.09797482211275314,1.0143577210936308
1024,94537,0,31,4,1,5,36,0.1388888888888889,0.027777777777777776,0.1111111111111111,0.0
1025,94538,5009,38791,4313,532,4845,43636,0.11103217526812724,0.01219176826473554,0.0988404070033917,1.0338493292053663
1026,94539,6363,50691,5470,571,6041,56732,0.10648311358668829,0.01006486638933935,0.09641824719734894,1.0533024333719583
1027,94540,0,10,1,1,2,12,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
1028,94541,5314,42365,4285,739,5024,47389,0.10601616408871258,0.015594336238367553,0.09042182785034501,1.0577229299363058
1029,94542,2118,13739,1636,355,1991,15730,0.12657342657342657,0.02256834075015893,0.10400508582326765,1.063787041687594
1030,94544,6079,48661,4940,975,5915,54576,0.10838097332160657,0.01786499560246262,0.09051597771914395,1.0277261200338124
1031,94545,3565,28247,2983,471,3454,31701,0.10895555345257248,0.014857575470805337,0.09409797798176714,1.0321366531557614
1032,94546,4801,43823,4129,628,4757,48580,0.09792095512556608,0.012927130506381227,0.08499382461918485,1.0092495270128232
1033,94547,2657,22532,2242,310,2552,25084,0.10173815978312868,0.012358475522245256,0.08937968426088343,1.0411442006269593
1034,94548,59,460,45,10,55,515,0.10679611650485436,0.019417475728155338,0.08737864077669903,1.0727272727272728
1035,94549,4068,32837,3016,1079,4095,36932,0.11087945413191812,0.029215856168092712,0.08166359796382541,0.9934065934065934
1036,94550,5937,56622,5462,512,5974,62596,0.09543740814109528,0.008179436385711548,0.08725797175538373,0.993806494810847
1037,94551,4693,36966,3858,483,4341,41307,0.1050911467789963,0.011692933401118455,0.09339821337787785,1.0810873070721032
1038,94552,1893,15617,1377,424,1801,17418,0.10339878286829716,0.02434263405672293,0.07905614881157423,1.051082731815658
1039,94553,5796,54646,4923,774,5697,60343,0.09441028785443216,0.012826674179275143,0.08158361367515701,1.0173775671406002
1040,94555,3887,31070,3440,351,3791,34861,0.10874616333438512,0.010068557987435816,0.09867760534694932,1.0253231337378002
1041,94556,1887,16495,1436,424,1860,18355,0.10133478616180877,0.023099972759466087,0.07823481340234269,1.014516129032258
1042,94558,7628,71224,6367,1195,7562,78786,0.09598151955931257,0.015167669382885284,0.08081385017642728,1.0087278497751917
1043,94559,2868,26084,2400,369,2769,28853,0.09596922330433577,0.012788964752365439,0.08318025855197034,1.0357529794149511
1044,94560,5686,39320,4332,476,4808,44128,0.10895576504713561,0.010786802030456852,0.09816896301667875,1.18261231281198
1045,94561,7199,44808,5227,758,5985,50793,0.11783119721221429,0.014923316204988877,0.10290788100722541,1.2028404344193817
1046,94562,4,66,5,3,8,74,0.10810810810810811,0.04054054054054054,0.06756756756756757,0.5
1047,94563,3564,24106,2377,1071,3448,27554,0.12513609639253828,0.038869129708935184,0.0862669666836031,1.0336426914153132
1048,94564,2098,20334,1705,284,1989,22323,0.08910092729471845,0.012722304349773776,0.07637862294494467,1.0548014077425842
1049,94565,10531,79032,8221,1533,9754,88786,0.10985966255941251,0.01726623566778546,0.09259342689162706,1.0796596268197662
1050,94566,5771,44303,4890,722,5612,49915,0.11243113292597416,0.01446458980266453,0.09796654312330963,1.0283321454027086
1051,94567,81,527,42,24,66,593,0.11129848229342328,0.04047217537942664,0.07082630691399663,1.2272727272727273
1052,94568,8863,46646,7021,741,7762,54408,0.14266284369945595,0.013619320688134097,0.12904352301132185,1.14184488533883
1053,94569,24,312,19,2,21,333,0.06306306306306306,0.006006006006006006,0.057057057057057055,1.1428571428571428
1054,94571,3397,17161,2115,269,2384,19545,0.12197492964952673,0.013763110770017907,0.10821181887950883,1.4249161073825503
1055,94572,998,8955,832,148,980,9935,0.09864116758933066,0.014896829391041772,0.08374433819828887,1.0183673469387755
1056,94573,10,164,13,5,18,182,0.0989010989010989,0.027472527472527472,0.07142857142857142,0.5555555555555556
1057,94574,1222,9795,993,254,1247,11042,0.112932439775403,0.023003079152327476,0.08992936062307554,0.9799518845228549
1058,94576,20,222,26,5,31,253,0.1225296442687747,0.019762845849802372,0.10276679841897234,0.6451612903225806
1059,94577,4342,40911,3762,544,4306,45217,0.09522967025676184,0.012030873344096247,0.08319879691266559,1.0083604273107292
1060,94578,3013,25510,2590,370,2960,28470,0.10396909027046013,0.012996136283807516,0.09097295398665262,1.0179054054054053
1061,94579,2542,22680,2178,371,2549,25229,0.10103452376233699,0.014705299456974116,0.08632922430536287,0.9972538250294233
1062,94580,2981,28517,2608,316,2924,31441,0.09299958652714609,0.010050570910594447,0.08294901561655163,1.0194938440492476
1063,94582,6547,35533,5441,593,6034,41567,0.14516323044722979,0.014266124569971372,0.1308971058772584,1.085018230029831
1064,94583,4509,36106,3731,551,4282,40388,0.10602159057145687,0.013642666138456968,0.0923789244329999,1.0530126109294722
1065,94585,3489,30100,2988,454,3442,33542,0.10261761373800012,0.013535269214715878,0.08908234452328424,1.0136548518303312
1066,94586,168,1188,118,48,166,1354,0.12259970457902511,0.03545051698670606,0.08714918759231906,1.0120481927710843
1067,94587,6399,56552,5557,802,6359,62911,0.10107930250671583,0.012748168046923431,0.0883311344597924,1.0062902972165435
1068,94588,3501,27448,3029,360,3389,30837,0.10990044427149204,0.011674287382041055,0.09822615688945098,1.033048096783712
1069,94589,3206,28664,2644,534,3178,31842,0.09980528861252434,0.01677030337290371,0.08303498523962062,1.0088105726872247
1070,94590,4348,32842,3472,754,4226,37068,0.1140066904068199,0.020340994928239993,0.0936656954785799,1.0288689067676289
1071,94591,7005,58869,5909,866,6775,65644,0.103208214002803,0.013192370970690391,0.0900158430321126,1.0339483394833948
1072,94592,252,1186,166,17,183,1369,0.13367421475529584,0.01241782322863404,0.1212563915266618,1.3770491803278688
1073,94595,1264,10001,1073,204,1277,11278,0.11322929597446356,0.018088313530767865,0.09514098244369569,0.9898198903680501
1074,94596,1571,15767,1343,260,1603,17370,0.09228554979850316,0.014968336211859529,0.07731721358664363,0.9800374298190893
1075,94597,1718,14743,1464,214,1678,16421,0.10218622495584921,0.013032093051580294,0.08915413190426892,1.0238379022646007
1076,94598,2946,27657,2605,327,2932,30589,0.09585144986759947,0.010690117362450555,0.08516133250514892,1.004774897680764
1077,94599,417,3155,344,72,416,3571,0.1164939792775133,0.02016241949033884,0.09633155978717446,1.0024038461538463
1078,94601,3344,26318,2621,604,3225,29543,0.10916291507294452,0.02044477541211116,0.08871813966083336,1.0368992248062014
1079,94602,3275,30742,2699,533,3232,33974,0.09513157120150703,0.01568846765173368,0.07944310354977335,1.0133044554455446
1080,94603,3397,24805,2580,645,3225,28030,0.11505529789511237,0.023011059579022476,0.0920442383160899,1.0533333333333332
1081,94605,5460,40875,4171,1091,5262,46137,0.11405162884452826,0.023646964475366843,0.0904046643691614,1.0376282782212087
1082,94606,2038,16128,1594,302,1896,18024,0.1051930758988016,0.01675543719485131,0.08843763870395029,1.0748945147679325
1083,94607,1417,8102,1057,211,1268,9370,0.13532550693703307,0.022518676627534685,0.1128068303094984,1.1175078864353312
1084,94608,2497,17140,1940,391,2331,19471,0.11971650146371526,0.020081146320168455,0.09963535514354681,1.0712140712140712
1085,94609,1886,14947,1533,326,1859,16806,0.11061525645602761,0.019397834106866595,0.09121742234916101,1.0145239376008606
1086,94610,1925,19426,1634,266,1900,21326,0.08909312576198068,0.012473037606677295,0.07662008815530338,1.013157894736842
1087,94611,5117,39023,3575,1550,5125,44148,0.11608679894898977,0.03510917821871885,0.08097762073027091,0.9984390243902439
1088,94612,207,1631,182,34,216,1847,0.11694639956686519,0.018408229561451002,0.09853817000541419,0.9583333333333334
1089,94618,1923,19332,1612,294,1906,21238,0.08974479706187023,0.013843111404087014,0.07590168565778321,1.008919202518363
1090,94619,2974,26856,2383,462,2845,29701,0.09578802060536683,0.015555031817110534,0.08023298878825628,1.0453427065026362
1091,94621,2920,19927,2089,569,2658,22585,0.11768873145893292,0.025193712641133497,0.09249501881779942,1.0985703536493605
1092,94624,1,55,6,3,9,64,0.140625,0.046875,0.09375,0.1111111111111111
1093,94702,1664,16619,1387,261,1648,18267,0.09021733180051458,0.014288060436853342,0.07592927136366125,1.0097087378640777
1094,94703,1468,15378,1236,228,1464,16842,0.08692554328464552,0.013537584609903812,0.07338795867474172,1.0027322404371584
1095,94704,354,3570,271,82,353,3923,0.08998215651287281,0.020902370634718326,0.06907978587815447,1.0028328611898016
1096,94705,1340,13700,977,294,1271,14971,0.08489746843898203,0.019637966735689,0.06525950170329303,1.054287962234461
1097,94706,1437,16864,1229,186,1415,18279,0.07741123693856337,0.010175611357295257,0.06723562558126812,1.015547703180212
1098,94707,1485,18578,1180,227,1407,19985,0.07040280210157618,0.011358518889166875,0.05904428321240931,1.0554371002132197
1099,94708,1630,16705,1190,416,1606,18311,0.08770684288132817,0.02271858445742996,0.0649882584238982,1.0149439601494397
1100,94709,388,4725,299,63,362,5087,0.07116178494200905,0.012384509534106546,0.05877727540790249,1.0718232044198894
1101,94710,574,5018,476,82,558,5576,0.10007173601147776,0.014705882352941176,0.08536585365853659,1.028673835125448
1102,94801,2699,19647,2151,524,2675,22322,0.11983693217453634,0.023474599050264312,0.09636233312427202,1.0089719626168225
1103,94803,3197,27499,2614,549,3163,30662,0.10315700215250147,0.017904898571521752,0.08525210358097972,1.0107492886500158
1104,94804,4332,34557,3456,739,4195,38752,0.10825247729149463,0.019069983484723368,0.08918249380677126,1.032657926102503
1105,94805,1716,16453,1463,232,1695,18148,0.09339872162221732,0.01278377782675777,0.08061494379545955,1.0123893805309734
1106,94806,4897,43514,4073,781,4854,48368,0.1003556070129011,0.016147039364869335,0.08420856764803175,1.0088586732591678
1107,94807,3,60,5,0,5,65,0.07692307692307693,0.0,0.07692307692307693,0.6
1108,94901,3299,32613,2679,577,3256,35869,0.09077476372354959,0.016086314087373498,0.07468844963617609,1.0132063882063882
1109,94903,2645,28248,2257,401,2658,30906,0.08600271791885071,0.012974826894454151,0.07302789102439655,0.9951091045899172
1110,94904,1284,11854,1005,319,1324,13178,0.10047048110487175,0.024207011686143573,0.07626346941872818,0.9697885196374623
1111,94920,1583,14376,1360,316,1676,16052,0.10441066533765263,0.01968602043359083,0.0847246449040618,0.9445107398568019
1112,94922,24,314,18,10,28,342,0.08187134502923976,0.029239766081871343,0.05263157894736842,0.8571428571428571
1113,94923,572,4245,448,112,560,4805,0.11654526534859522,0.023309053069719043,0.09323621227887617,1.0214285714285714
1114,94924,189,2272,171,34,205,2477,0.08276140492531288,0.013726281792490917,0.06903512313282197,0.9219512195121952
1115,94925,983,10181,808,184,992,11173,0.08878546496017184,0.016468271726483488,0.07231719323368836,0.9909274193548387
1116,94926,2,92,3,2,5,97,0.05154639175257732,0.020618556701030927,0.030927835051546393,0.4
1117,94928,4664,36463,3337,430,3767,40230,0.09363658960974397,0.010688540889883172,0.0829480487198608,1.2381205203079373
1118,94929,140,1083,119,13,132,1215,0.10864197530864197,0.010699588477366255,0.09794238683127572,1.0606060606060606
1119,94930,1108,10782,869,268,1137,11919,0.09539390888497357,0.022485107811057975,0.07290880107391559,0.9744942832014072
1120,94931,1018,8828,781,123,904,9732,0.09288943690916564,0.012638717632552405,0.08025071927661323,1.1261061946902655
1121,94933,122,1159,81,36,117,1276,0.09169278996865204,0.02821316614420063,0.06347962382445141,1.0427350427350428
1122,94937,230,2471,136,121,257,2728,0.09420821114369501,0.04435483870967742,0.04985337243401759,0.8949416342412452
1123,94938,109,900,59,43,102,1002,0.10179640718562874,0.04291417165668663,0.05888223552894212,1.0686274509803921
1124,94939,736,6918,587,141,728,7646,0.09521318336385037,0.018441014909756734,0.07677216845409364,1.010989010989011
1125,94940,43,252,23,17,40,292,0.136986301369863,0.05821917808219178,0.07876712328767123,1.075
1126,94941,3583,35006,2718,872,3590,38596,0.09301482018862058,0.02259301482018862,0.07042180536843196,0.998050139275766
1127,94945,1899,19406,1565,286,1851,21257,0.0870771980994496,0.013454391494566495,0.0736228066048831,1.0259319286871962
1128,94946,79,768,54,24,78,846,0.09219858156028368,0.028368794326241134,0.06382978723404255,1.0128205128205128
1129,94947,2264,25259,1926,312,2238,27497,0.08139069716696366,0.011346692366439976,0.0700440048005237,1.0116175156389633
1130,94949,1743,14604,1472,252,1724,16328,0.10558549730524253,0.015433610975012248,0.09015188633023027,1.0110208816705337
1131,94950,5,76,3,4,7,83,0.08433734939759036,0.04819277108433735,0.03614457831325301,0.7142857142857143
1132,94951,572,5216,414,112,526,5742,0.09160571229536747,0.019505398815743643,0.07210031347962383,1.0874524714828897
1133,94952,3480,36574,2780,514,3294,39868,0.08262265476071035,0.012892545399819403,0.06973010936089094,1.0564663023679417
1134,94954,3921,41070,3359,441,3800,44870,0.08468910184978828,0.009828393135725429,0.07486070871406285,1.031842105263158
1135,94956,134,1647,113,42,155,1802,0.08601553829078801,0.023307436182019976,0.06270810210876804,0.864516129032258
1136,94957,321,2619,239,65,304,2923,0.10400273691412931,0.02223742730071844,0.08176530961341089,1.055921052631579
1137,94960,1901,19485,1600,396,1996,21481,0.092919324053815,0.0184348959545645,0.0744844280992505,0.9524048096192385
1138,94963,105,842,68,27,95,937,0.10138740661686232,0.0288153681963714,0.07257203842049093,1.105263157894737
1139,94964,11,127,7,4,11,138,0.07971014492753623,0.028985507246376812,0.050724637681159424,1.0
1140,94965,965,8826,703,267,970,9796,0.09902000816659862,0.027256022866476114,0.0717639853001225,0.9948453608247423
1141,94970,232,2045,208,60,268,2313,0.11586683960224817,0.02594033722438392,0.08992650237786425,0.8656716417910447
1142,94971,35,374,24,4,28,402,0.06965174129353234,0.009950248756218905,0.05970149253731343,1.25
1143,94972,29,153,19,12,31,184,0.16847826086956522,0.06521739130434782,0.10326086956521739,0.9354838709677419
1144,94973,237,2039,152,65,217,2256,0.09618794326241134,0.028812056737588652,0.0673758865248227,1.0921658986175116
