,ZIP Code,market_units,fair_plan_units,total_units,pct_market,pct_fair_plan,exposure_22
88,90278,8408,31,8439,0.9963265789785519,0.0036734210214480387,14895522
89,90280,14367,1201,15568,0.9228545734840699,0.07714542651593011,369124223
90,90290,561,1792,2353,0.2384190395240119,0.7615809604759881,2116336922
91,90291,6821,149,6970,0.978622668579627,0.021377331420373027,52070749
92,90292,1415,12,1427,0.9915907498248073,0.008409250175192713,9830999
93,90293,1636,7,1643,0.995739500912964,0.00426049908703591,4136867
94,90301,4038,303,4341,0.9302004146510021,0.06979958534899793,89385816
95,90302,3370,247,3617,0.9317113630080177,0.0682886369919823,76743342
96,90303,4301,253,4554,0.9444444444444444,0.05555555555555555,74266532
97,90304,3408,331,3739,0.9114736560577694,0.08852634394223054,91976917
98,90305,3522,106,3628,0.9707828004410143,0.029217199558985666,54970411
99,90401,187,2,189,0.9894179894179894,0.010582010582010581,$                                   -
100,90402,3368,26,3394,0.9923394225103123,0.0076605774896876845,38660984
101,90403,1710,30,1740,0.9827586206896551,0.017241379310344827,21992745
102,90404,1527,49,1576,0.9689086294416244,0.031091370558375634,12657844
103,90405,4519,81,4600,0.9823913043478261,0.017608695652173913,25465805
104,90501,7456,115,7571,0.9848104609694889,0.015189539030511161,34557549
105,90502,3101,42,3143,0.9866369710467706,0.013363028953229399,13534494
106,90503,8079,18,8097,0.9977769544275658,0.002223045572434235,11642126
107,90504,7610,18,7628,0.9976402726796014,0.0023597273203985318,8313069
108,90505,8317,20,8337,0.9976010555355643,0.0023989444644356484,15556414
109,90601,6934,264,7198,0.9633231453181439,0.03667685468185607,160340744
110,90602,4221,149,4370,0.9659038901601831,0.03409610983981693,85496759
111,90603,5656,40,5696,0.9929775280898876,0.007022471910112359,25741079
112,90604,8428,96,8524,0.9887376818395119,0.011262318160488035,43727731
113,90605,8419,235,8654,0.9728449272012942,0.0271550727987058,127109017
114,90606,6653,208,6861,0.969683719574406,0.030316280425593936,85938869
115,90620,10826,20,10846,0.9981560022127973,0.0018439977872026553,9419550
116,90621,3863,19,3882,0.9951056156620299,0.004894384337970119,11830960
117,90623,3701,7,3708,0.9981121898597627,0.0018878101402373248,3636120
118,90630,10692,22,10714,0.997946611909651,0.002053388090349076,11758883
119,90631,12999,274,13273,0.9793565885632487,0.0206434114367513,263594104
120,90638,11870,64,11934,0.9946371711077593,0.005362828892240657,33566972
121,90640,9964,335,10299,0.967472570152442,0.03252742984755801,129798969
122,90650,18990,394,19384,0.9796739579034255,0.020326042096574494,155843186
123,90660,12090,421,12511,0.9663496123411398,0.033650387658860206,161342495
124,90670,3091,42,3133,0.9865943185445261,0.013405681455473986,17422912
125,90680,3591,9,3600,0.9975,0.0025,3773554
126,90703,12978,48,13026,0.9963150621833257,0.0036849378166743437,24368579
127,90704,319,234,553,0.5768535262206148,0.4231464737793852,180598156
128,90706,11561,239,11800,0.9797457627118644,0.020254237288135593,81535935
129,90710,4550,72,4622,0.9844223279965383,0.015577672003461706,25035616
130,90712,9203,36,9239,0.9961034744019915,0.0038965255980084423,15730670
131,90713,9087,28,9115,0.9969281404278661,0.003071859572133845,13535495
132,90715,3507,73,3580,0.979608938547486,0.020391061452513966,25518454
133,90716,1791,91,1882,0.9516471838469713,0.048352816153028694,28426807
134,90717,4433,72,4505,0.9840177580466148,0.01598224195338513,19445709
135,90720,5821,4,5825,0.9993133047210301,0.0006866952789699571,2493926
136,90723,6515,304,6819,0.9554186830913624,0.04458131690863763,92249155
137,90731,10801,272,11073,0.9754357446039917,0.02456425539600831,79511723
138,90732,4622,15,4637,0.9967651498813889,0.003234850118611171,12164976
139,90740,4741,6,4747,0.9987360438171476,0.0012639561828523278,6754583
140,90742,303,4,307,0.9869706840390879,0.013029315960912053,3150000
141,90743,139,2,141,0.9858156028368794,0.014184397163120567,492748
142,90744,7110,412,7522,0.9452273331560755,0.05477266684392449,112781174
143,90745,10390,175,10565,0.9834358731661146,0.01656412683388547,59779359
144,90746,6957,144,7101,0.9797211660329531,0.020278833967046894,82604283
145,90755,1750,27,1777,0.9848058525604952,0.015194147439504783,10386044
146,90802,2178,91,2269,0.9598942265315117,0.04010577346848832,19413297
147,90803,7672,34,7706,0.9955878536205555,0.004412146379444588,16719967
148,90804,4669,168,4837,0.9652677279305355,0.03473227206946455,40025921
149,90805,14700,531,15231,0.9651368918652747,0.034863108134725235,164408883
150,90806,6220,310,6530,0.9525267993874426,0.04747320061255743,83367835
151,90807,7113,68,7181,0.9905305667734299,0.009469433226570116,29809551
152,90808,12915,20,12935,0.9984538074990337,0.0015461925009663702,8650012
153,90810,6372,208,6580,0.9683890577507599,0.031610942249240125,67042900
154,90813,4295,399,4694,0.9149978696207925,0.0850021303792075,88521775
155,90814,3728,48,3776,0.9872881355932204,0.012711864406779662,13601819
156,90815,10746,19,10765,0.9982350209010683,0.0017649790989317231,12784876
157,91001,10591,668,11259,0.9406696864730438,0.05933031352695621,502017901
158,91006,8204,133,8337,0.984047019311503,0.01595298068849706,144971802
159,91007,5662,76,5738,0.9867549668874173,0.013245033112582781,68391805
160,91008,278,89,367,0.7574931880108992,0.24250681198910082,135870952
161,91010,5157,159,5316,0.9700902934537246,0.029909706546275394,75688699
162,91011,6113,377,6490,0.9419106317411402,0.05808936825885978,530375224
163,91016,9091,299,9390,0.968157614483493,0.03184238551650692,208033793
164,91020,1144,39,1183,0.967032967032967,0.03296703296703297,13401885
165,91024,3151,324,3475,0.9067625899280576,0.09323741007194244,221494518
166,91030,5019,150,5169,0.9709808473592572,0.02901915264074289,88303998
167,91040,5510,428,5938,0.9279218592118559,0.07207814078814416,296956951
168,91042,5967,698,6665,0.8952738184546136,0.10472618154538635,423667687
169,91101,829,62,891,0.9304152637485971,0.06958473625140292,20891401
170,91103,4712,300,5012,0.9401436552274541,0.05985634477254589,217411272
171,91104,8704,253,8957,0.9717539354694652,0.028246064530534777,101023435
172,91105,2921,157,3078,0.9489928525016245,0.051007147498375566,252107854
173,91106,3449,84,3533,0.9762241720917068,0.023775827908293235,30309619
174,91107,8914,263,9177,0.9713413969706876,0.02865860302931241,222115390
175,91108,4311,49,4360,0.9887614678899083,0.011238532110091744,73817426
176,91201,3620,104,3724,0.9720730397422127,0.027926960257787327,59619850
177,91202,3413,130,3543,0.9633079311318092,0.0366920688681908,131444868
178,91203,1039,33,1072,0.9692164179104478,0.030783582089552237,11647504
179,91204,1003,65,1068,0.9391385767790262,0.060861423220973786,15968124
180,91205,3068,119,3187,0.9626608095387512,0.037339190461248825,36966625
181,91206,3899,610,4509,0.8647150144156133,0.13528498558438679,541720476
182,91207,2445,121,2566,0.9528448947778644,0.04715510522213562,166138226
183,91208,4064,387,4451,0.9130532464614693,0.08694675353853067,397352090
184,91214,8411,257,8668,0.9703507152745732,0.02964928472542686,209380524
185,91301,6504,579,7083,0.9182549767047861,0.0817450232952139,660602347
186,91302,6100,831,6931,0.8801038811138364,0.11989611888616361,1410755429
187,91303,2344,75,2419,0.9689954526663911,0.03100454733360893,32304973
188,91304,8613,326,8939,0.9635305962635642,0.03646940373643584,238149184
189,91306,8579,156,8735,0.9821408128219805,0.017859187178019462,78131199
190,91307,7712,239,7951,0.9699408879386241,0.030059112061375928,460884435
191,91311,8135,283,8418,0.9663815633167023,0.0336184366832977,272681490
192,91316,5270,145,5415,0.9732225300092336,0.02677746999076639,220444967
193,91320,12184,124,12308,0.9899252518687033,0.010074748131296718,176221353
194,91321,4851,213,5064,0.9579383886255924,0.04206161137440758,207307518
195,91324,5039,58,5097,0.9886207573082205,0.011379242691779479,37517045
196,91325,5827,94,5921,0.9841243033271407,0.015875696672859315,78024880
197,91326,10554,150,10704,0.9859865470852018,0.014013452914798207,165840427
198,91331,13527,858,14385,0.940354535974974,0.05964546402502607,339774023
199,91335,11974,336,12310,0.9727051177904142,0.027294882209585702,156510085
200,91340,5483,331,5814,0.9430684554523564,0.05693154454764362,115562349
201,91342,16006,952,16958,0.9438613043991037,0.056138695600896335,478056778
202,91343,8904,185,9089,0.9796457256023765,0.020354274397623502,104765916
203,91344,13608,287,13895,0.979345088161209,0.02065491183879093,232212601
204,91345,4070,98,4168,0.9764875239923224,0.023512476007677544,44807334
205,91350,10971,189,11160,0.9830645161290322,0.016935483870967744,181642379
206,91351,7427,144,7571,0.9809800554748382,0.0190199445251618,84275820
207,91352,7105,546,7651,0.9286367795059469,0.07136322049405307,267285971
208,91354,8372,49,8421,0.9941812136325852,0.005818786367414797,51918900
209,91355,7152,7,7159,0.9990222098058388,0.0009777901941611957,7831958
210,91356,5582,229,5811,0.9605919807262089,0.03940801927379108,373466485
211,91360,10590,72,10662,0.9932470455824424,0.006752954417557681,92046526
212,91361,5384,417,5801,0.9281158420961904,0.07188415790380968,596112624
213,91362,8815,152,8967,0.9830489572878331,0.016951042712166835,275160174
214,91364,7923,351,8274,0.957577955039884,0.04242204496011603,360655776
215,91367,8353,115,8468,0.9864194615021257,0.01358053849787435,107969710
216,91377,3392,70,3462,0.9797804737146159,0.020219526285384173,82724601
217,91381,4342,121,4463,0.9728881917992381,0.027111808200761818,160196618
218,91384,5073,854,5927,0.8559136156571622,0.14408638434283785,742387230
219,91390,4571,750,5321,0.8590490509302763,0.14095094906972375,588408841
220,91401,5845,124,5969,0.9792260010051935,0.0207739989948065,52996074
221,91402,5701,241,5942,0.9594412655671491,0.04055873443285089,98893848
222,91403,4147,341,4488,0.9240196078431373,0.07598039215686274,490434173
223,91405,4822,160,4982,0.9678843837816138,0.03211561621838619,69745554
224,91406,8265,180,8445,0.9786856127886323,0.021314387211367674,83547803
225,91411,2578,59,2637,0.9776260902540767,0.022373909745923397,21831146
226,91423,5051,453,5504,0.9176962209302325,0.08230377906976744,706251623
227,91436,4632,214,4846,0.9558398679323153,0.04416013206768469,344093321
228,91501,2761,144,2905,0.9504302925989673,0.049569707401032705,131897892
229,91502,508,13,521,0.9750479846449136,0.02495201535508637,3496853
230,91504,4982,138,5120,0.973046875,0.026953125,110725590
231,91505,7801,93,7894,0.9882189004307068,0.011781099569293133,32922493
232,91506,5099,48,5147,0.9906741791334758,0.00932582086652419,21593553
233,91601,3869,177,4046,0.9562530894710826,0.04374691052891745,50844260
234,91602,2537,30,2567,0.9883132060771328,0.01168679392286716,14545091
235,91604,5568,527,6095,0.9135356849876949,0.08646431501230517,809030351
236,91605,7114,298,7412,0.95979492714517,0.04020507285483001,125624573
237,91606,5771,264,6035,0.9562551781275891,0.04374482187241094,102625779
238,91607,4099,34,4133,0.9917735301233971,0.008226469876602952,20737520
239,91701,11164,56,11220,0.9950089126559715,0.004991087344028521,52180727
240,91702,9554,286,9840,0.9709349593495935,0.029065040650406503,134124459
241,91706,11803,494,12297,0.9598276002276979,0.040172399772302185,175308691
242,91708,2801,7,2808,0.9975071225071225,0.002492877492877493,4551065
243,91709,19148,685,19833,0.9654616043967126,0.03453839560328745,718573522
244,91710,17507,74,17581,0.9957909106421705,0.004209089357829475,44665652
245,91711,8317,103,8420,0.9877672209026128,0.012232779097387174,130366694
246,91722,7470,110,7580,0.9854881266490765,0.014511873350923483,45731548
247,91723,3267,34,3301,0.9897000908815511,0.010299909118448955,15171512
248,91724,5766,109,5875,0.9814468085106383,0.0185531914893617,95554949
249,91730,11019,35,11054,0.9968337253482902,0.0031662746517097883,15247308
250,91731,3907,182,4089,0.9554903399364147,0.04450966006358523,55852948
251,91732,8634,318,8952,0.9644772117962467,0.035522788203753354,105534922
252,91733,5688,298,5986,0.9502171734046108,0.04978282659538924,82682703
253,91737,6278,98,6376,0.9846298619824341,0.015370138017565873,144469286
254,91739,9062,82,9144,0.9910323709536308,0.008967629046369203,93258079
255,91740,5808,66,5874,0.9887640449438202,0.011235955056179775,32253067
256,91741,7463,212,7675,0.9723778501628665,0.027622149837133552,269029928
257,91744,13622,615,14237,0.9568026971974433,0.043197302802556715,241897907
258,91745,12692,354,13046,0.9728652460524299,0.027134753947570138,270593187
259,91746,5292,221,5513,0.9599129330672955,0.040087066932704515,88927557
260,91748,9442,182,9624,0.9810889443059019,0.018911055694098088,129494869
261,91750,9359,150,9509,0.9842254706067936,0.015774529393206435,136543575
262,91752,7497,75,7572,0.9900950871632329,0.009904912836767036,36665747
263,91754,7106,111,7217,0.9846196480532077,0.015380351946792296,39225118
264,91755,4779,63,4842,0.9869888475836431,0.013011152416356878,26453427
265,91759,130,112,242,0.5371900826446281,0.4628099173553719,63005605
266,91761,13202,80,13282,0.993976810721277,0.006023189278723084,33287854
267,91762,11698,85,11783,0.9927862174318934,0.007213782568106594,28601234
268,91763,6345,48,6393,0.992491787893008,0.007508212106992022,20330510
269,91764,8481,88,8569,0.9897304236200257,0.010269576379974325,35887251
270,91765,10614,455,11069,0.9588942090523083,0.041105790947691755,513975073
271,91766,11606,437,12043,0.9637133604583575,0.03628663954164245,136866916
272,91767,8578,224,8802,0.9745512383549193,0.025448761645080663,86656037
273,91768,5273,196,5469,0.9641616383251052,0.03583836167489486,69383091
274,91770,12130,323,12453,0.9740624749056452,0.025937525094354773,92426961
275,91773,8053,180,8233,0.9781367666707154,0.021863233329284585,154148529
276,91775,6282,46,6328,0.9927307206068268,0.007269279393173199,25070516
277,91776,5932,144,6076,0.9763001974983542,0.02369980250164582,49408859
278,91780,8789,94,8883,0.9894179894179894,0.010582010582010581,37123469
279,91784,8642,78,8720,0.9910550458715597,0.008944954128440367,104293850
280,91786,9492,53,9545,0.994447354635935,0.005552645364064955,17560190
281,91789,11210,169,11379,0.9851480797961156,0.014851920203884348,153800834
282,91790,9368,152,9520,0.9840336134453781,0.015966386554621848,70019312
283,91791,6905,108,7013,0.9846000285184657,0.015399971481534293,74451891
284,91792,5161,65,5226,0.9875621890547264,0.012437810945273632,28545106
285,91801,7654,194,7848,0.9752803261977574,0.02471967380224261,67337466
286,91803,6269,148,6417,0.97693626305127,0.023063736948729936,54174186
287,91901,3341,1558,4899,0.6819759134517248,0.31802408654827513,1659686443
288,91902,4867,22,4889,0.995500102270403,0.004499897729597055,20298836
289,91905,395,109,504,0.7837301587301587,0.21626984126984128,44155220
290,91906,733,214,947,0.7740232312565998,0.22597676874340022,116195099
291,91910,13616,16,13632,0.9988262910798122,0.0011737089201877935,8869308
292,91911,13568,18,13586,0.9986751067275136,0.001324893272486383,8467581
293,91913,10745,10,10755,0.99907019990702,0.0009298000929800093,9772039
294,91914,4022,28,4050,0.9930864197530864,0.006913580246913581,49457337
295,91915,5938,8,5946,0.9986545576858392,0.0013454423141607804,9903064
296,91916,349,275,624,0.5592948717948718,0.4407051282051282,223414395
297,91917,113,60,173,0.653179190751445,0.3468208092485549,35621604
298,91931,45,53,98,0.45918367346938777,0.5408163265306123,$                                   -
299,91932,4732,11,4743,0.9976807927472064,0.0023192072527935905,4213527
300,91934,191,17,208,0.9182692307692307,0.08173076923076923,6236855
301,91935,1789,894,2683,0.6667909057025717,0.33320909429742823,921363772
302,91941,9268,20,9288,0.9978466838931955,0.002153316106804479,23471449
303,91942,7211,3,7214,0.9995841419462157,0.0004158580537843083,2923527
304,91945,6324,14,6338,0.9977911012937836,0.002208898706216472,6318149
305,91950,7767,26,7793,0.9966636725266265,0.0033363274733735405,10545423
306,91962,528,228,756,0.6984126984126984,0.30158730158730157,200128354
307,91963,110,53,163,0.6748466257668712,0.32515337423312884,29109955
308,91977,12583,59,12642,0.9953330169277013,0.0046669830722986866,38780359
309,91978,2146,81,2227,0.9636281993713516,0.03637180062864841,80856725
310,91980,25,3,28,0.8928571428571429,0.10714285714285714,899447
311,92003,1358,67,1425,0.9529824561403509,0.047017543859649125,118933835
312,92004,1963,21,1984,0.9894153225806451,0.010584677419354838,12307445
313,92007,3275,2,3277,0.9993896856881294,0.0006103143118706134,2880850
314,92008,6526,19,6545,0.9970970206264324,0.0029029793735676087,21943782
315,92009,11498,47,11545,0.9959289735816371,0.004071026418362928,77851701
316,92010,4523,9,4532,0.9980141218005296,0.0019858781994704323,8649476
317,92011,6428,10,6438,0.9984467225846536,0.0015532774153463808,9795344
318,92014,4336,27,4363,0.993811597524639,0.00618840247536099,39701216
319,92019,9747,266,10013,0.9734345351043643,0.026565464895635674,323365112
320,92020,9602,12,9614,0.9987518202621177,0.001248179737882255,11632855
321,92021,12064,323,12387,0.9739242754500687,0.02607572454993138,251533949
322,92024,14238,79,14317,0.9944820842355242,0.005517915764475798,117104602
323,92025,7840,119,7959,0.9850483729111698,0.014951627088830254,145967728
324,92026,11748,712,12460,0.9428571428571428,0.05714285714285714,778811851
325,92027,11352,217,11569,0.9812429769210822,0.018757023078917797,184437191
326,92029,6142,336,6478,0.9481321395492436,0.051867860450756406,412223853
327,92036,1036,724,1760,0.5886363636363636,0.4113636363636364,524487233
328,92037,9869,63,9932,0.9936568666935159,0.0063431333064840915,108985156
329,92040,10143,297,10440,0.971551724137931,0.028448275862068967,269207967
330,92054,8263,11,8274,0.9986705342035291,0.0013294657964708727,4846480
331,92056,15202,18,15220,0.9988173455978975,0.0011826544021024967,10458528
332,92057,14251,36,14287,0.9974802267795898,0.002519773220410163,42616165
333,92058,4133,13,4146,0.9968644476603956,0.003135552339604438,9376490
334,92059,86,71,157,0.5477707006369427,0.45222929936305734,63087811
335,92060,80,89,169,0.47337278106508873,0.5266272189349113,51858411
336,92061,539,85,624,0.8637820512820513,0.1362179487179487,98503691
337,92064,12660,247,12907,0.9808630975439684,0.01913690245603161,381480845
338,92065,8584,1472,10056,0.8536197295147175,0.14638027048528243,1488175403
339,92066,154,22,176,0.875,0.125,15012747
340,92067,2658,218,2876,0.9242002781641169,0.07579972183588317,436582371
341,92069,9691,153,9844,0.984457537586347,0.015542462413652987,134793243
342,92070,177,101,278,0.6366906474820144,0.36330935251798563,91048025
343,92071,13528,62,13590,0.9954378219278881,0.004562178072111847,56582091
344,92075,3076,4,3080,0.9987012987012988,0.0012987012987012987,3980271
345,92078,11716,201,11917,0.9831333389275825,0.016866661072417556,263574234
346,92081,6451,14,6465,0.9978344934261407,0.002165506573859242,14430727
347,92082,5034,836,5870,0.8575809199318569,0.1424190800681431,916977772
348,92083,6435,14,6449,0.9978291207939215,0.0021708792060784617,8981375
349,92084,10050,348,10398,0.966532025389498,0.03346797461050202,420210270
350,92086,292,292,584,0.5,0.5,137196159
351,92091,815,13,828,0.9842995169082126,0.01570048309178744,108064280
352,92101,1931,29,1960,0.985204081632653,0.01479591836734694,7366115
353,92102,6736,232,6968,0.9667049368541906,0.03329506314580941,55954132
354,92103,5903,63,5966,0.9894401609118337,0.010559839088166276,35607114
355,92104,8530,72,8602,0.9916298535224366,0.008370146477563357,21420543
356,92105,9716,216,9932,0.9782521143777688,0.02174788562223117,45746708
357,92106,5328,12,5340,0.9977528089887641,0.0022471910112359553,8559098
358,92107,7016,41,7057,0.9941901657928298,0.005809834207170185,18754826
359,92108,1253,2,1255,0.998406374501992,0.0015936254980079682,819116
360,92109,9132,36,9168,0.9960732984293194,0.003926701570680628,11419220
361,92110,4151,24,4175,0.994251497005988,0.005748502994011976,5878948
362,92111,8561,23,8584,0.9973205964585274,0.002679403541472507,11529069
363,92113,6574,279,6853,0.9592879031081278,0.04071209689187217,68699373
364,92114,14783,100,14883,0.9932809245447827,0.006719075455217362,31770662
365,92115,10265,47,10312,0.9954422032583398,0.004557796741660201,21904502
366,92116,7035,91,7126,0.9872298624754421,0.012770137524557957,32005152
367,92117,13846,29,13875,0.9979099099099099,0.00209009009009009,16503208
368,92118,4796,3,4799,0.9993748697645343,0.000625130235465722,5814498
369,92119,6495,30,6525,0.9954022988505747,0.004597701149425287,23900653
370,92120,8428,63,8491,0.9925803792250618,0.00741962077493817,48365508
371,92121,788,11,799,0.986232790988736,0.01376720901126408,10375479
372,92122,5464,8,5472,0.9985380116959064,0.0014619883040935672,7117919
373,92123,5055,9,5064,0.9982227488151659,0.0017772511848341231,6405818
374,92124,4618,33,4651,0.9929047516663083,0.0070952483336916795,27108286
375,92126,14634,57,14691,0.9961200735143966,0.003879926485603431,46772854
376,92127,11405,85,11490,0.9926022628372497,0.0073977371627502175,125350302
377,92128,11242,51,11293,0.9954839280970512,0.00451607190294873,62655354
378,92129,12861,210,13071,0.9839338994721138,0.01606610052788616,187145651
379,92130,13126,91,13217,0.9931149277445714,0.006885072255428615,149145416
380,92131,8723,352,9075,0.9612121212121212,0.03878787878787879,443819344
381,92139,6301,20,6321,0.9968359436797976,0.0031640563202024997,11021757
382,92154,12995,31,13026,0.9976201443267312,0.002379855673268847,24621828
383,92173,2435,20,2455,0.9918533604887984,0.008146639511201629,8064253
384,92201,14862,24,14886,0.9983877468762595,0.0016122531237404273,9677617
385,92203,11928,9,11937,0.9992460417190249,0.0007539582809751194,7302255
386,92210,3295,4,3299,0.9987875113670809,0.0012124886329190664,5307066
387,92211,10949,2,10951,0.9998173682768697,0.00018263172313030774,1559740
388,92220,9549,233,9782,0.9761807401349417,0.02381925986505827,138361640
389,92223,17741,360,18101,0.9801115960444174,0.019888403955582563,282341865
390,92225,4384,23,4407,0.9947810301792602,0.005218969820739733,5667102
391,92227,5277,23,5300,0.9956603773584906,0.004339622641509434,8346824
392,92230,542,29,571,0.9492119089316988,0.050788091068301226,12474242
393,92231,6545,105,6650,0.9842105263157894,0.015789473684210527,22311481
394,92233,635,4,639,0.9937402190923318,0.006259780907668232,1473391
395,92234,14314,21,14335,0.998535054063481,0.0014649459365190093,9201577
396,92236,6967,15,6982,0.9978516184474363,0.002148381552563735,5686747
397,92239,149,0,149,1.0,0.0,$                                   -
398,92240,10438,52,10490,0.9950428979980934,0.004957102001906578,16706393
399,92241,3522,20,3542,0.9943534726143421,0.00564652738565782,8660516
